,Name,Link,Year,Publisher,Platform
849,little puff in dragonland,https://www.uvlist.net/game-48017-Little+Puff+in+Dragonland,1990,Codemasters ,Amstrad CPC
850,little puff in dragonland,https://www.uvlist.net/game-243016-Little+Puff+in+Dragonland,1991,Codemasters ,Atari ST
851,little pythagoras,https://www.uvlist.net/game-210729-Little+Pythagoras,1987,author,Mac OS Classic
852,little quirks,https://www.uvlist.net/game-184257-Little+Quirks,?,stuckieGAMEZ,Linux
853,little racer,https://www.uvlist.net/game-274667-Little+Racer,2019,Untold Tales ,Switch
854,little racers street,https://www.uvlist.net/game-194361-Little+Racers+STREET,2014,Milkstone Studios,Linux
855,little racers street,https://www.uvlist.net/game-270565-Little+Racers+STREET,2014,Milkstone Studios,Windows
856,little red hood ,https://www.uvlist.net/game-168596-Little+Red+Hood,1989,Joy Van;Sachen;HES ,NES
857,little red riding hood,https://www.uvlist.net/game-174583-Little+Red+Riding+Hood,2009,Netmite,Android
858,little red riding hood,https://www.uvlist.net/game-258595-Little+Red+Riding+Hood,1981,Adventure International,Apple II E
859,little red riding hood ,https://www.uvlist.net/game-268422-Little+Red+Riding+Hood,2009,Akella ,Windows
860,little riddles,https://www.uvlist.net/game-261750-Little+Riddles,1986,Hartley Courseware,Apple II E
861,little robin,https://www.uvlist.net/game-156837-Little+Robin,1994,TCH,Arcade
862,little romance ,https://www.uvlist.net/game-187545-Little+Romance,1996,Casio,Casio Loopy
863,little samson ,https://www.uvlist.net/game-7962-Little+Samson,1992,Taito ,NES
864,little shopping,https://www.uvlist.net/game-274668-Little+Shopping,2019,Ultimate Games,Switch
865,little space duo,https://www.uvlist.net/game-173192-Little+Space+Duo,2009,My Game Company;jugilus ,Linux
866,little speller,https://www.uvlist.net/game-258617-Little+Speller,1981,SoftSmith,Apple II E
867,little things forever,https://www.uvlist.net/game-213008-Little+Things+forever,?,? ,Android
868,little things forever,https://www.uvlist.net/game-213009-Little+Things+forever,, ,iOS
869,little tournament over yonder,https://www.uvlist.net/game-192397-Little+Tournament+Over+Yonder,2009,Gevo Entertainment,Wii
870,little tower,https://www.uvlist.net/game-245481-Little+Tower,2000,author,Apple I
871,little town hero,https://www.uvlist.net/game-259259-Little+Town+Hero,2019,GAME FREAK,Switch
872,little triangle,https://www.uvlist.net/game-259260-Little+Triangle,2018,CottonGame,Switch
873,little unicorn,https://www.uvlist.net/game-215792-Little+Unicorn,2015,Duria Games,Linux
874,little willy,https://www.uvlist.net/game-252711-Little+Willy,1993,M.B. Soft ,MS-DOS
875,little witch academia: chamber of time,https://www.uvlist.net/game-264529-Little+Witch+Academia+Chamber+of+Time,2017,Bandai Namco Entertainment ,PS4
876,little witch parfait - kuroneko mahouten monogatari ,https://www.uvlist.net/game-262181-Little+Witch+Parfait+Kuroneko+Mahouten+Monogatari,2012,CyberFront ,PSP
877,little witch parfait ,https://www.uvlist.net/game-264530-Little+Witch+Parfait,1999,Kogado Studio ,Windows
878,little witch reinette ~swan no namida rhapsody~ ,https://www.uvlist.net/game-264531-Little+Witch+Reinette+Swan+no+Namida+Rhapsody,1999,Kogado Studio,Windows
879,little wizard,https://www.uvlist.net/game-99850-Little+Wizard,2001,Gamepark,GamePark 32
880,littlebigplanet 2 ,https://www.uvlist.net/game-179804-LittleBIGPlanet+2,2011,Sony ,PS3
881,littlebigplanet 3,https://www.uvlist.net/game-218314-LittleBIGPlanet+3,2014,Sony Computer Entertainment ,PS3
882,littlebigplanet 3,https://www.uvlist.net/game-218315-LittleBIGPlanet+3,2014,Sony Computer Entertainment ,PS4
883,littlebigplanet karting ,https://www.uvlist.net/game-192684-LittleBIGPlanet+Karting,2012,Sony Computer Entertainment ,PS3
884,littlebigplanet ps vita ,https://www.uvlist.net/game-192012-LittleBIGPlanet+PS+Vita,2012,Sony Computer Entertainment ,PS Vita
885,littlebigplanet ps vita: marvel super hero edition ,https://www.uvlist.net/game-221617-LittleBIGPlanet+PS+Vita+Marvel+Super+Hero+Edition,2014,Sony Computer Entertainment ,PS Vita
886,littlebigplanet,https://www.uvlist.net/game-162485-LittleBIGPlanet,2008,Sony ,PS3
887,littlebigplanet,https://www.uvlist.net/game-172986-LittleBIGPlanet,2009,Sony Computer Entertainment ,PSP
888,littlest goddess,https://www.uvlist.net/game-184690-Littlest+Goddess,?,Cine-Science logic,Linux
889,littlest pet shop,https://www.uvlist.net/game-169682-Littlest+Pet+Shop,2008,Electronic Arts,Windows
890,littlest pet shop,https://www.uvlist.net/game-169683-Littlest+Pet+Shop,2008,Electronic Arts,Wii
891,littlest pet shop,https://www.uvlist.net/game-189770-Littlest+Pet+Shop,2012,Gameloft ,iOS
892,littlest pet shop friends,https://www.uvlist.net/game-192398-Littlest+Pet+Shop+Friends,2009,Electronic Arts ,Wii
893,littlest pet shop: garden,https://www.uvlist.net/game-198924-Littlest+Pet+Shop+Garden,2008,Electronic Arts,Nintendo DS
894,littletown zoo,https://www.uvlist.net/game-252717-Littletown+Zoo,1991,MECC,Apple II E
895,littlewood,https://www.uvlist.net/game-247160-Littlewood,2019, SmashGames,Linux
896,littlewood,https://www.uvlist.net/game-260814-Littlewood,2021,SmashGames,Switch
897,litton,https://www.uvlist.net/game-234487-Litton,?,?,Newton
898,livalink,https://www.uvlist.net/game-193547-Livalink,2013,ben4views,Linux
899,live,https://www.uvlist.net/game-239656-Live,2017,empty assembly,Linux
900,live a live ,https://www.uvlist.net/game-6317-Live+A+Live,1994,SquareSoft,SNES
901,live a live ,https://www.uvlist.net/game-267396-Live+A+Live,2022,Square Enix ,Switch
902,live a live ,https://www.uvlist.net/game-276604-Live+A+Live,2023,Square Enix,PS5
903,live a live ,https://www.uvlist.net/game-276605-Live+A+Live,2023,Square Enix,PS4
904,live a live ,https://www.uvlist.net/game-276606-Live+A+Live,2023,Square Enix,Windows
905,live action football,https://www.uvlist.net/game-19409-Live+Action+Football,1995,Accolade,Win3.1
906,live aid magical mystery tour ,https://www.uvlist.net/game-155292-Live+Aid+Magical+Mystery+Tour,1986,A&B Computing,BBC
907,live by the sword: tactics,https://www.uvlist.net/game-274684-Live+by+the+Sword+Tactics,2022,Labrador Studios,Switch
908,live factory,https://www.uvlist.net/game-273725-Live+Factory,2023,17Studio,Switch
909,live fury,https://www.uvlist.net/game-48019-Live+Fury,1989,?,Amstrad CPC
910,live gal,https://www.uvlist.net/game-178662-Live+Gal,1987,Central Denshi,Arcade
911,live or die: survival,https://www.uvlist.net/game-244802-Live+or+Die+Survival,2018,PRIDEGAMESSTUDIO,Android
912,live poker,https://www.uvlist.net/game-175442-Live+Poker,2008,Zynga,iOS
913,live quiz show,https://www.uvlist.net/game-160007-Live+Quiz+Show,1999,Andamiro,Arcade
914,live wire,https://www.uvlist.net/game-106533-Live+Wire,1999,SCi,PS
915,live wire ,https://www.uvlist.net/game-158957-Live+Wire,1983,Analog,Atari 400/800
916,live wire 2,https://www.uvlist.net/game-158958-Live+Wire+2,?,Analog,Atari 400/800
917,live wired,https://www.uvlist.net/game-18521-Live+Wired,1998,SCI,Windows
918,live-shot.com,https://www.uvlist.net/game-167790-Live+Shot.com,2004,Live-Shot.com,Internet Only
919,livelock,https://www.uvlist.net/game-223655-Livelock,2016,Perfect World Entertainment	 ,Windows
920,liverpool,https://www.uvlist.net/game-42954-Liverpool,1993,Grandslam,MS-DOS
921,liverpool,https://www.uvlist.net/game-35351-Liverpool,1993,Grandslam,C64
922,liverpool,https://www.uvlist.net/game-48020-Liverpool,1990,Grandslam,Amstrad CPC
923,liverpool fc club football,https://www.uvlist.net/game-176474-Liverpool+FC+Club+Football,2003,Codemasters,Xbox
924,liverpool fc club football 2005,https://www.uvlist.net/game-176473-Liverpool+FC+Club+Football+2005,2004,Codemasters,Xbox
925,liverpool: the computer game,https://www.uvlist.net/game-33222-Liverpool+The+Computer+Game,1992,Grandslam ,Amiga
926,liverpool: the computer game,https://www.uvlist.net/game-271294-Liverpool+The+Computer+Game,1992,Grandslam,Atari ST
927,liveza: death of the earth,https://www.uvlist.net/game-221228-Liveza+Death+of+the+Earth,2016,Sometimes You,Linux
928,living ball ,https://www.uvlist.net/game-42296-Living+Ball,1995,Interactivision,MS-DOS
929,living in a maze,https://www.uvlist.net/game-34031-Living+In+A+Maze,?,?,C64
930,living jigsaw ,https://www.uvlist.net/game-245202-Living+Jigsaw,1991,Miles Computing ,Amiga
931,living jigsaw ,https://www.uvlist.net/game-245203-Living+Jigsaw,1991,Miles Computing ,Atari ST
932,living jigsaw ,https://www.uvlist.net/game-240934-Living+Jigsaw,1990,Miles Computing ,MS-DOS
933,living stone ,https://www.uvlist.net/game-274413-Living+Stone,1984,Cable Software,Dragon32
934,living things,https://www.uvlist.net/game-266238-Living+Things,?,Study Disk Software,Apple II E
935,living world racing,https://www.uvlist.net/game-211194-Living+World+Racing,2006,Metro 3D ,PS2
936,living world racing,https://www.uvlist.net/game-211195-Living+World+Racing,2006,Metro 3D ,Windows
937,living-code,https://www.uvlist.net/game-184676-Living+code,?,RRSoftware,Linux
938,livingstone ii,https://www.uvlist.net/game-39914-Livingstone+II,1990,Opera Soft,Atari ST
939,livingstone ii,https://www.uvlist.net/game-48023-Livingstone+II,1989,Opera Soft,Amstrad CPC
940,livingstone ii,https://www.uvlist.net/game-169736-Livingstone+II,1989,Opera Soft,MSX
941,livingstone ii,https://www.uvlist.net/game-208377-Livingstone+II,1990,Opera Soft,Amiga
942,livingstone ii,https://www.uvlist.net/game-240936-Livingstone+II,1989,Opera Soft,ZX Spectrum
943,livingstone ii,https://www.uvlist.net/game-240937-Livingstone+II,1989,Opera Soft,MS-DOS
944,livingstone ii ,https://www.uvlist.net/game-242189-Livingstone+II,1989,Opera Soft,Amstrad PCW
945,"livingstone, i presume? ",https://www.uvlist.net/game-13709-Livingstone+I+Presume,1987,Opera Soft;Alligata ,ZX Spectrum
946,"livingstone, i presume? ",https://www.uvlist.net/game-36077-Livingstone+I+Presume,1986,Opera Soft;Alligata ,C64
947,"livingstone, i presume? ",https://www.uvlist.net/game-39411-Livingstone+I+Presume,1987,Alligata,Atari ST
948,"livingstone, i presume? ",https://www.uvlist.net/game-48022-Livingstone+I+Presume,1987,Opera Soft,Amstrad CPC
949,"livingstone, i presume? ",https://www.uvlist.net/game-169735-Livingstone+I+Presume,1986,Opera Soft,MSX
950,"livingstone, i presume? ",https://www.uvlist.net/game-206077-Livingstone+I+Presume,1986,Opera Soft,MS-DOS
951,"livingstone, i presume? ",https://www.uvlist.net/game-225298-Livingstone+I+Presume,1987,Opera Soft,Amstrad PCW
952,lix ,https://www.uvlist.net/game-183639-Lix,2009,author,Linux
953,lixus - you are the only one ,https://www.uvlist.net/game-207933-Lixus+You+Are+the+Only+One,1992,Four Nine,NEC PC9801
954,liza the game,https://www.uvlist.net/game-225275-Liza+the+game,2016,CyclopStudio,Linux
955,lizard,https://www.uvlist.net/game-185317-Lizard,?,DarkArts Studios,Linux
956,lizard ,https://www.uvlist.net/game-80496-Lizard,1985,Riverhill Soft ,NEC PC8801
957,lizard ,https://www.uvlist.net/game-213908-Lizard,1984,Xtalsoft,NEC PC6001
958,lizard ,https://www.uvlist.net/game-213927-Lizard,1985,Micro Cabin ,MICRO 7 - FM7
959,lizard ,https://www.uvlist.net/game-213928-Lizard,1985,Micro Cabin ,MSX
960,lizard ,https://www.uvlist.net/game-213929-Lizard,1985,Xtalsoft,Sharp X1
961,lizard crash,https://www.uvlist.net/game-216152-Lizard+Crash,2015,Taldius,Linux
962,lizard wizard,https://www.uvlist.net/game-5359-Lizard+Wizard,1985,Techstar,Arcade
963,lizzard,https://www.uvlist.net/game-243880-Lizzard,1980,?,Commodore PET
964,lizzie mcguire ,https://www.uvlist.net/game-183184-Lizzie+McGuire,2003,Disney Interactive ,GBA
965,lizzie mcguire 2 - lizzie diaries ,https://www.uvlist.net/game-183185-Lizzie+McGuire+2+Lizzie+Diaries,2004,Disney Interactive ,GBA
966,lizzie mcguire 3 - homecoming havoc,https://www.uvlist.net/game-157574-Lizzie+McGuire+3+Homecoming+Havoc,2005,Disney Interactive Studios;Buena Vista Games ,GBA
967,lkw-raser,https://www.uvlist.net/game-207952-Lkw+Raser,1999,Ari Data;Buka Entertainment,Windows
968,llama dating,https://www.uvlist.net/game-215757-Llama+dating,2015,author,Linux
969,llama or duck?!,https://www.uvlist.net/game-227811-Llama+Or+Duck,?,Cody Pope,iOS
970,llamasoft: the jeff minter story,https://www.uvlist.net/game-272433-Llamasoft+The+Jeff+Minter+Story,2024,Digital Eclipse,Windows
971,llamatron,https://www.uvlist.net/game-39171-Llamatron,1991,ST Format ,Atari ST
972,llamatron: 2112,https://www.uvlist.net/game-18222-Llamatron+2112,1991,Llamasoft,Amiga
973,llamatron: 2112,https://www.uvlist.net/game-183162-Llamatron+2112,1992,Llamasoft,MS-DOS
974,llhore,https://www.uvlist.net/game-247940-Llhore,1997,Star Lizard Software,Windows
975,lloyd game,https://www.uvlist.net/game-45555-Lloyd+Game,?,?,C16/Plus4
976,lloyd irving dating sim,https://www.uvlist.net/game-204278-Lloyd+Irving+Dating+Sim,2014,Lubrian and Silence-,Linux
977,lma manager,https://www.uvlist.net/game-106534-LMA+Manager,1999,Codemasters,PS
978,lma manager 2001 english pack ,https://www.uvlist.net/game-106535-LMA+Manager+2001+English+Pack,2001,Codemasters,PS
979,lma manager 2002 ,https://www.uvlist.net/game-195247-LMA+Manager+2002,2002,Codemasters,PS2
980,lma manager 2002 ,https://www.uvlist.net/game-106537-LMA+Manager+2002,2001,Codemasters,PS
981,lma manager 2003 ,https://www.uvlist.net/game-176475-LMA+Manager+2003,2002,Codemasters,Xbox
982,lma manager 2003 ,https://www.uvlist.net/game-198689-LMA+Manager+2003,2002,Codemasters,PS2
983,lma manager 2004 ,https://www.uvlist.net/game-176476-LMA+Manager+2004,2004,Codemasters,Xbox
984,lma manager 2004 ,https://www.uvlist.net/game-195445-LMA+Manager+2004,2004,Codemasters,PS2
985,lma manager 2005 ,https://www.uvlist.net/game-198690-LMA+Manager+2005,2004,Codemasters,PS2
986,lma manager 2005 ,https://www.uvlist.net/game-176477-LMA+Manager+2005,2004,Codemasters,Xbox
987,lma manager 2006 ,https://www.uvlist.net/game-176478-LMA+Manager+2006,2005,Codemasters,Xbox
988,lma manager 2006 ,https://www.uvlist.net/game-198691-LMA+Manager+2006,2005,Codemasters,PS2
989,lma manager 2007,https://www.uvlist.net/game-195444-LMA+Manager+2007,2006,Codemasters,X360
990,lma manager 2007 ,https://www.uvlist.net/game-198692-LMA+Manager+2007,2006,Codemasters,PS2
991,lmarbles,https://www.uvlist.net/game-186485-LMarbles,?,LGames,Linux
992,lmarbles,https://www.uvlist.net/game-186486-LMarbles,2003,LGames,BeOS
993,lmarbles,https://www.uvlist.net/game-242043-LMarbles,?,LGames,Zaurus
994,lmc,https://www.uvlist.net/game-48024-LMC,?,?,Amstrad CPC
995,lnl ,https://www.uvlist.net/game-219915-lnl,?,author,Linux
996,lnrogue,https://www.uvlist.net/game-186787-LnRogue,2000,?,BeOS
997,lo & li,https://www.uvlist.net/game-187511-Lo+Li,2012,LVUERPanda,Linux
998,lo zio tom,https://www.uvlist.net/game-13747-Lo+Zio+Tom,?,Lamano Lesta & Duran Duran,ZX Spectrum
999,lo-boy leader,https://www.uvlist.net/game-270542-Lo+Boy+Leader,1973,Midway ,Arcade
1000,lo-res car race,https://www.uvlist.net/game-259126-Lo+Res+Car+Race,?,LOGIC,Apple II E
1001,load runner,https://www.uvlist.net/game-206699-Load+Runner,?,?,Linux
1002,load-'n-play! ,https://www.uvlist.net/game-183875-Load+n+Play,1987,Mastertronic,C64
1003,load-off,https://www.uvlist.net/game-225585-Load+Off,2016,Fuze,Linux
1004,loaded ,https://www.uvlist.net/game-11241-Loaded,1995,Interplay;Gremlin Graphics ,PS
1005,loaded ,https://www.uvlist.net/game-16000-Loaded,1996,Interplay;Electronic Arts ,Saturn
1006,loading the game,https://www.uvlist.net/game-219387-Loading+The+Game,2015,premek,Linux
1007,loadout,https://www.uvlist.net/game-202456-Loadout,2014,Edge of Reality,Windows
1008,loadout,https://www.uvlist.net/game-274685-Loadout,2014,Edge of Reality,PS4
1009,loads of midnight,https://www.uvlist.net/game-156022-Loads+of+Midnight,1987,CRL ,ZX Spectrum
1010,loadstar: the legend of tully bodine,https://www.uvlist.net/game-33161-Loadstar+The+Legend+of+Tully+Bodine,1994,SCI ,Mega-CD
1011,loadstar: the legend of tully bodine,https://www.uvlist.net/game-219982-Loadstar+The+Legend+of+Tully+Bodine,1994,SCI ,MS-DOS
1012,loadup html5 game #1,https://www.uvlist.net/game-217651-Loadup+HTML5+Game+1,?,Load Up Games,Linux
1013,loadup rpg #1,https://www.uvlist.net/game-217652-Loadup+RPG+1,?,Load Up Games,Linux
1014,loan wolf,https://www.uvlist.net/game-225006-Loan+Wolf,2016,Team Rumblebee,Linux
1015,lobo,https://www.uvlist.net/game-6074-Lobo,1996,Ocean,SNES
1016,lobo,https://www.uvlist.net/game-183063-Lobo,1996,Ocean,Mega Drive
1017,lobo,https://www.uvlist.net/game-176479-Lobo,2005,Kemco,Xbox
1018,lobro's worst month ever,https://www.uvlist.net/game-228527-Lobros+Worst+Month+Ever,2017,Soycrates,Linux
1019,lobstah bash!,https://www.uvlist.net/game-167797-Lobstah+Bash,2005,Boston.com Arts & Entertainment,Flash
1020,lobster bay,https://www.uvlist.net/game-180048-Lobster+Bay,1983,Funware,TI99
1021,lobster liberation ,https://www.uvlist.net/game-167793-Lobster+Liberation,?,Peta,Flash
1022,loc ?,https://www.uvlist.net/game-13711-Loc,?,?,ZX Spectrum
1023,local bomber,https://www.uvlist.net/game-178436-Local+Bomber,1984,CCI,Aquarius
1024,local railway for nintendo switch !! ,https://www.uvlist.net/game-260004-Local+Railway+for+Nintendo+Switch,2018,Bandai Namco Entertainment,Switch
1025,location crisslefridge,https://www.uvlist.net/game-40255-Location+Crisslefridge,1990,ST User,Atari ST
1026,loce,https://www.uvlist.net/game-37291-LOCE,?,Sixxag,WinCE
1027,loch ness,https://www.uvlist.net/game-106538-Loch+Ness,2002,Wanadoo Edition,PS
1028,loch ness,https://www.uvlist.net/game-215794-Loch+Ness,2015,author,Linux
1029,loch ness ,https://www.uvlist.net/game-97648-Loch+Ness,2001,Wanadoo Edition ,Windows
1030,loch-ness monsters,https://www.uvlist.net/game-205139-Loch+Ness+Monsters,1984,Romik,Oric
1031,lochjaw ,https://www.uvlist.net/game-5193-Lochjaw,1981,Apollo,Atari 2600
1032,lochness solitaire,https://www.uvlist.net/game-98266-Lochness+Solitaire,1999,Havertime Software,Windows
1033,lock 'n chase,https://www.uvlist.net/game-8820-Lock+n+Chase,1990,Data East,GB
1034,lock 'n' chase,https://www.uvlist.net/game-5587-Lock+n+Chase,1982,Mattel ,Intellivision
1035,lock 'n' chase,https://www.uvlist.net/game-154841-Lock+n+Chase,1981,Data East;Taito ,Arcade
1036,lock 'n' chase,https://www.uvlist.net/game-242853-Lock+n+Chase,1983,Mattel;Data East USA ,Apple II E
1037,lock 'n' chase ,https://www.uvlist.net/game-99515-Lock+n+Chase,1982,Mattel Electronics;Telegames;Quelle ,Atari 2600
1038,lock ,https://www.uvlist.net/game-227191-LOCK,2016,Tale of Tales;La Triennale di Milano ,Linux
1039,lock ,https://www.uvlist.net/game-227192-LOCK,2016,Tale of Tales;La Triennale di Milano ,Mac OS X
1040,lock & chase,https://www.uvlist.net/game-178416-Lock+Chase,?,?,Aquarius
1041,lock 5,https://www.uvlist.net/game-205318-Lock+5,?,?,Game Wave
1042,lock ness trek,https://www.uvlist.net/game-253910-Lock+Ness+Trek,?,Lock Ness Productions,Apple II E
1043,lock on ,https://www.uvlist.net/game-161039-Lock+On,1993,Asmik;Vic Tokai;SunSoft ,SNES
1044,lock on: flaming cliffs,https://www.uvlist.net/game-182010-Lock+On+Flaming+Cliffs,2005,? ,Windows
1045,lock on: modern air combat ,https://www.uvlist.net/game-173064-Lock+On+Modern+Air+Combat,2003,Ubi Soft;1C Company;Ubisoft ,Windows
1046,lock unlock,https://www.uvlist.net/game-166308-Lock+Unlock,?,?,C128
1047,lock-on,https://www.uvlist.net/game-509-Lock+On,1986,Tatsumi,Arcade
1048,lock-on,https://www.uvlist.net/game-204782-Lock+On,1988,Data East,MS-DOS
1049,lock-on,https://www.uvlist.net/game-257103-Lock+On,1988,Data East,Atari ST
1050,lock's quest,https://www.uvlist.net/game-169073-Locks+Quest,2008,THQ ,Nintendo DS
1051,lock's quest,https://www.uvlist.net/game-230771-Locks+Quest,2017,THQ Nordic ,Linux
1052,lock's quest,https://www.uvlist.net/game-230772-Locks+Quest,2017,THQ Nordic ,Mac OS X
1053,lockdown protocol,https://www.uvlist.net/game-195683-Lockdown+Protocol,2012,Fractile Games,Linux
1054,locked 'n loaded,https://www.uvlist.net/game-1591-Locked+n+Loaded,1994,Data East,Arcade
1055,locked-in,https://www.uvlist.net/game-190608-Locked+In,2012,Lucky Special Games,Linux
1056,locks of luck,https://www.uvlist.net/game-277920-Locks+of+Luck,1986,Magus,BBC
1057,loco,https://www.uvlist.net/game-13712-Loco,1983,Campbell Systems,ZX Spectrum
1058,loco,https://www.uvlist.net/game-45063-Loco,1999,Lego Media ,Windows
1059,loco,https://www.uvlist.net/game-168265-Loco,2006,InterAction studios,Windows
1060,loco,https://www.uvlist.net/game-221692-Loco,1986,Alligata,Atari 400/800
1061,loco,https://www.uvlist.net/game-246708-Loco,1986,Alligata,ZX Spectrum
1062,loco ,https://www.uvlist.net/game-19910-Loco,1984,Alligata,C64
1063,loco motion,https://www.uvlist.net/game-271386-Loco+Motion,1985,BBC Multimedia ,BBC
1064,loco motive,https://www.uvlist.net/game-274686-Loco+Motive,2023,Chucklefish,Switch
1065,loco parentis,https://www.uvlist.net/game-273748-Loco+Parentis,2023,Big Way,Switch
1066,loco-coco ,https://www.uvlist.net/game-45556-Loco+Coco,1986,Illusion,C16/Plus4
1067,loco-motion,https://www.uvlist.net/game-101408-Loco+Motion,1983,Mattel Electronics,Atari 2600
1068,loco-motion ,https://www.uvlist.net/game-231491-Loco+Motion,1983,TAKARA,Sord M5
1069,loco-motion ,https://www.uvlist.net/game-231492-Loco+Motion,1983,Tomy ,Tomy Tutor
1070,loco-motion ,https://www.uvlist.net/game-115-Loco+Motion,1982,Konami;Century Electronics ,Arcade
1071,loco-motion ,https://www.uvlist.net/game-19339-Loco+Motion,1982,Mattel,Intellivision
1072,lococycle,https://www.uvlist.net/game-201566-LocoCycle,2013,Microsoft Game Studios ,Xbox One
1073,locomotief 3737 'n jumbo ,https://www.uvlist.net/game-277399-Locomotief+3737+n+Jumbo,1984,Aackosoft,C64
1074,locomotion,https://www.uvlist.net/game-35596-Locomotion,1992,Kingsoft ,C64
1075,locomotion,https://www.uvlist.net/game-40405-Locomotion,1991,Byte Back ,Atari ST
1076,locomotion,https://www.uvlist.net/game-160598-Locomotion,?,BBCSoft,Electron
1077,locomotion,https://www.uvlist.net/game-199974-Locomotion,1985,Commodore,C64
1078,locomotion,https://www.uvlist.net/game-204258-Locomotion,1992,Kingsoft ,Amiga
1079,locomotion,https://www.uvlist.net/game-250797-Locomotion,1991,Byte Back ,Amiga
1080,locomotion ,https://www.uvlist.net/game-13713-Locomotion,1985,Mastertronic,ZX Spectrum
1081,locomotion ,https://www.uvlist.net/game-48025-Locomotion,1985,Mastertronic,Amstrad CPC
1082,locomotion ,https://www.uvlist.net/game-262678-Locomotion,1985,Commodore,C16/Plus4
1083,locomotive,https://www.uvlist.net/game-105877-Locomotive,1983,VTech,Creativision
1084,locoroco ,https://www.uvlist.net/game-158269-LocoRoco,2006,Sony,PSP
1085,locoroco midnight carnival,https://www.uvlist.net/game-172990-LocoRoco+Midnight+Carnival,2009,Sony Computer Entertainment ,PSP
1086,locus,https://www.uvlist.net/game-205540-Locus,1984,No Man's Land,Oric
1087,locus,https://www.uvlist.net/game-212524-Locus,1995,GT Interactive ,Mac OS Classic
1088,locus,https://www.uvlist.net/game-219999-Locus,1995,GT Interactive ,Windows
1089,lode runner,https://www.uvlist.net/game-315-Lode+Runner,1984,Irem,Arcade
1090,lode runner,https://www.uvlist.net/game-13714-Lode+Runner,1984,Software Projects ,ZX Spectrum
1091,lode runner,https://www.uvlist.net/game-16440-Lode+Runner,1984,Sony ,MSX
1092,lode runner,https://www.uvlist.net/game-34649-Lode+Runner,1983,Brøderbund,C64
1093,lode runner,https://www.uvlist.net/game-39110-Lode+Runner,1989,Brøderbund ,Atari ST
1094,lode runner,https://www.uvlist.net/game-48026-Lode+Runner,1989,Brøderbund ,Amstrad CPC
1095,lode runner,https://www.uvlist.net/game-98099-Lode+Runner,1989,Apple Chemical Software,Apple IIGS
1096,lode runner,https://www.uvlist.net/game-101550-Lode+Runner,1997,Kurt Olsen,Lynx
1097,lode runner,https://www.uvlist.net/game-103844-Lode+Runner,2003,Success,GBA
1098,lode runner,https://www.uvlist.net/game-105268-Lode+Runner,?,Action,BK11M
1099,lode runner,https://www.uvlist.net/game-106539-Lode+Runner,1998,Natsume,PS
1100,lode runner,https://www.uvlist.net/game-108308-Lode+Runner,1983,Brøderbund;Atari,Atari 400/800
1101,lode runner,https://www.uvlist.net/game-154050-Lode+Runner,1983,Brøderbund;SystemSoft ,MS-DOS
1102,lode runner,https://www.uvlist.net/game-161407-Lode+Runner,2000,Banpresto,WonderSwan
1103,lode runner,https://www.uvlist.net/game-166888-Lode+Runner,2006,Hudson,Nintendo DS
1104,lode runner,https://www.uvlist.net/game-170911-Lode+Runner,1983,Brøderbund,VIC-20
1105,lode runner,https://www.uvlist.net/game-225509-Lode+Runner,1985,Software Projects,BBC
1106,lode runner,https://www.uvlist.net/game-235654-Lode+Runner,1983,author,Tandy Coco
1107,lode runner,https://www.uvlist.net/game-242501-Lode+Runner,1986,Brøderbund;Atari,Atari 7800
1108,lode runner,https://www.uvlist.net/game-262577-Lode+Runner,2020,author,Commander X16
1109,lode runner,https://www.uvlist.net/game-271127-Lode+Runner,2021,Paulhamx,PICO-8
1110,lode runner ,https://www.uvlist.net/game-170910-Lode+Runner,1984,Brøderbund,Mac OS Classic
1111,lode runner ,https://www.uvlist.net/game-170498-Lode+Runner,?,?,KC 85
1112,lode runner ,https://www.uvlist.net/game-171358-Lode+Runner,2009,Microsoft ,X360
1113,lode runner ,https://www.uvlist.net/game-7963-Lode+Runner,1984,Hudson Soft;Brøderbund ,NES
1114,lode runner ,https://www.uvlist.net/game-97111-Lode+Runner,1984,Sega;Grandstand ,SG-1000
1115,lode runner ,https://www.uvlist.net/game-108909-Lode+Runner,1983,Brøderbund,Apple II E
1116,lode runner ,https://www.uvlist.net/game-159851-Lode+Runner,1984,Soft Pro,Sharp X1
1117,lode runner ,https://www.uvlist.net/game-173682-Lode+Runner,1984,Soft Pro,MICRO 7 - FM7
1118,lode runner ,https://www.uvlist.net/game-225503-Lode+Runner,1984,SystemSoft,NEC PC6001
1119,lode runner ,https://www.uvlist.net/game-225504-Lode+Runner,1983,SystemSoft,NEC PC9801
1120,lode runner ,https://www.uvlist.net/game-225505-Lode+Runner,1985,Brøderbund,Sharp MZ
1121,lode runner ,https://www.uvlist.net/game-225512-Lode+Runner,1983,SystemSoft,NEC PC8801
1122,lode runner ,https://www.uvlist.net/game-253911-Lode+Runner,1983,SystemSoft,NEC PC8001
1123,lode runner 2,https://www.uvlist.net/game-200708-Lode+Runner+2,1998,MacSoft;GT Interactive ,Mac OS Classic
1124,lode runner 2,https://www.uvlist.net/game-18073-Lode+Runner+2,1998,GT Interactive ,Windows
1125,lode runner 2 ,https://www.uvlist.net/game-106540-Lode+Runner+2,2000,Success,PS
1126,lode runner 3-d ,https://www.uvlist.net/game-98867-Lode+Runner+3+D,1999,Banpresto ,N64
