,Name,Link,Year,Publisher,Platform
40,lethal xcess,https://www.uvlist.net/game-100995-Lethal+XCess,1991,Eclipse,Atari ST
41,lethal xcess: wings of death ii,https://www.uvlist.net/game-172483-Lethal+Xcess+Wings+Of+Death+II,1991,Eclipse,Amiga
42,lethal zone,https://www.uvlist.net/game-167002-Lethal+Zone,1991,Amiga Fun ,Amiga
43,lethe - episode one,https://www.uvlist.net/game-223254-Lethe+Episode+One,2016,Faber Interactive	 ,Windows
44,lethis - path of progress,https://www.uvlist.net/game-215166-Lethis+Path+of+Progress,2015,Triskell Interactive,Windows
45,léto s oskarem ,https://www.uvlist.net/game-268409-Leto+s+Oskarem,1998,Illusion Softworks ,Windows
46,letris,https://www.uvlist.net/game-194671-Letris,1998,author ,Linux
47,lets get tanked!,https://www.uvlist.net/game-210698-Lets+Get+Tanked,1987,author,Mac OS Classic
48,lets go island 3d,https://www.uvlist.net/game-209519-Lets+Go+Island+3D,2011,Sega,Arcade
49,letter,https://www.uvlist.net/game-233579-LETTER,?,?,Ohio Scientific
50,letter,https://www.uvlist.net/game-234004-Letter,1975,Creative Computing,Altair 8800
51,letter,https://www.uvlist.net/game-242114-Letter,1978,Creative Computing,Ohio Scientific
52,letter,https://www.uvlist.net/game-253881-Letter,1979,Creative Computing,Apple II E
53,letter,https://www.uvlist.net/game-254027-Letter,1978,Creative Computing,Commodore PET
54,letter 15,https://www.uvlist.net/game-245254-Letter+15,1983,Commodore,Commodore PET
55,letter game,https://www.uvlist.net/game-219645-Letter+Game,1991,Wicked Software,Amiga
56,letter games,https://www.uvlist.net/game-261267-Letter+Games,1983,Island Software,C64
57,letter hotel,https://www.uvlist.net/game-176935-Letter+Hotel,2010,Leapfrog,Leapster
58,letter land,https://www.uvlist.net/game-176933-Letter+Land,2012,LeapFrog,Leapster
59,letter man,https://www.uvlist.net/game-253882-Letter+Man,1982,Behavioral Engineering,Apple II E
60,letter match / spell'n score / crosswords,https://www.uvlist.net/game-105522-Letter+Match+Spelln+Score+Crosswords,1978,Bally Midway,Astrocade
61,letter on the loose,https://www.uvlist.net/game-176938-Letter+on+the+Loose,2005,Leapfrog,Leapster
62,letter perfect,https://www.uvlist.net/game-108117-Letter+Perfect,?,LJK,Atari 400/800
63,letter quest remastered,https://www.uvlist.net/game-272914-Letter+Quest+Remastered,2016,Digerati,Wii U
64,letter quest remastered,https://www.uvlist.net/game-273949-Letter+Quest+Remastered,2017,Digerati,Switch
65,letter quest remastered ,https://www.uvlist.net/game-215542-Letter+Quest+Remastered,2015,Digerati Distribution ,Linux
66,letter quest: grimm's journey remastered,https://www.uvlist.net/game-273950-Letter+Quest+Grimms+Journey+Remastered,2016,Digerati ,Xbox One
67,letter recognition,https://www.uvlist.net/game-261740-Letter+Recognition,1988,Hartley Courseware,Apple II E
68,letter tutor,https://www.uvlist.net/game-222445-Letter+Tutor,1984,Atari,Atari 400/800
69,letter zap,https://www.uvlist.net/game-205320-Letter+Zap,?,?,Game Wave
70,letter-riddle,https://www.uvlist.net/game-194223-Letter+Riddle,1990,PC Amstrad International,Amstrad CPC
71,letter: a letter guessing game,https://www.uvlist.net/game-255142-Letter+A+Letter+Guessing+Game,1978,Dr. Daley,Commodore PET
72,letter: a letter guessing game,https://www.uvlist.net/game-255143-Letter+A+Letter+Guessing+Game,1981,People's Computer Company,Sol-20
73,letter: a letter guessing game,https://www.uvlist.net/game-269176-Letter+A+Letter+Guessing+Game,1972,People's Computer Company,custom
74,letterbrij,https://www.uvlist.net/game-34010-Letterbrij,?,?,C64
75,letterforms & illusion,https://www.uvlist.net/game-210949-Letterforms+Illusion,1989,W.H. Freeman and Company,Mac OS Classic
76,letterinvaders,https://www.uvlist.net/game-185808-Letterinvaders,19??,author,MS-DOS
77,letterman,https://www.uvlist.net/game-270510-Letterman,1981,Atari Program Exchange,Atari 400/800
78,letterpress: word game,https://www.uvlist.net/game-192563-Letterpress+Word+Game,2012,? ,iOS
79,lettersfall,https://www.uvlist.net/game-179159-LettersFall,2010,16BitSoft,Linux
80,lettersfall 2,https://www.uvlist.net/game-184363-LettersFall+2,2010,16BitSoft,Linux
81,lettersfall 3,https://www.uvlist.net/game-184364-LettersFall+3,2011,16BitSoft,Linux
82,letterslide,https://www.uvlist.net/game-247407-LetterSlide,1992,Sound Barrier Systems,Apple IIGS
83,letterstress,https://www.uvlist.net/game-36244-Letterstress,1984,Radarsoft,C64
84,lettriq,https://www.uvlist.net/game-227839-Lettriq,2007,Vocabelum,Nintendo DS
85,lettrix,https://www.uvlist.net/game-42569-Lettrix,1990,Software 2000,MS-DOS
86,lettrix,https://www.uvlist.net/game-245220-Lettrix,1990,Software 2000,Amiga
87,lettrix,https://www.uvlist.net/game-245221-Lettrix,1990,Software 2000,C64
88,lettrix,https://www.uvlist.net/game-246089-Lettrix,1990,Software 2000,Atari ST
89,level 22,https://www.uvlist.net/game-272915-Level+22,2016,Moving Player,Wii U
90,level 22,https://www.uvlist.net/game-273593-Level+22,2016,Moving Player,Xbox One
91,"level 22, gary's misadventures",https://www.uvlist.net/game-203952-LEVEL+22+Garys+Misadventures,2014,NoegoGames,Linux
92,level 5,https://www.uvlist.net/game-13687-Level+5,1987,Mastertronic,ZX Spectrum
93,level 9 adventures,https://www.uvlist.net/game-40502-Level+9+Adventures,?,?,Atari ST
94,level 9 surround,https://www.uvlist.net/game-224699-Level+9+Surround,?,Level 9 Computing,Nascom
95,level down: sacrifice,https://www.uvlist.net/game-191307-Level+Down+Sacrifice,2012,author,Linux
96,level justice,https://www.uvlist.net/game-158329-Level+Justice,2003,Chara ,Windows
97,level shmup,https://www.uvlist.net/game-185322-Level+Shmup,?,Tim's Record Label,Linux
98,level shock,https://www.uvlist.net/game-36518-Level+Shock,1988,Systems Editoriale,C64
99,levelhead,https://www.uvlist.net/game-183225-levelHead,2008,author,Linux
100,levels+ : addictive puzzle game ,https://www.uvlist.net/game-237812-Levels+Addictive+Puzzle+Game,2017,flow,Switch
101,leverett cp,https://www.uvlist.net/game-269164-Leverett+CP,1972,Author,custom
102,levers,https://www.uvlist.net/game-36850-Levers,1983,Rock-Ola,Arcade
103,leviathan,https://www.uvlist.net/game-13688-Leviathan,1987,English Software,ZX Spectrum
104,leviathan,https://www.uvlist.net/game-33218-Leviathan,1987,English Software,Amiga
105,leviathan,https://www.uvlist.net/game-35166-Leviathan,1987,English Software,C64
106,leviathan,https://www.uvlist.net/game-39565-Leviathan,1987,English Software,Atari ST
107,leviathan,https://www.uvlist.net/game-48002-Leviathan,1987,English Software;Mastertronic ,Amstrad CPC
108,leviathan: the cargo,https://www.uvlist.net/game-223787-Leviathan+the+Cargo,2016,Lostwood,Linux
109,leviathan: the last day of the decade,https://www.uvlist.net/game-216408-Leviathan+The+Last+Day+of+the+Decade,2015,Lostwood,Linux
110,leviathan: the last day of the decade,https://www.uvlist.net/game-218111-Leviathan+The+Last+Day+of+the+Decade,?,Lostwood,Windows
111,leviathan: warships,https://www.uvlist.net/game-195904-Leviathan+Warships,2013,Paradox Interactive ,Windows
112,leviathan: warships,https://www.uvlist.net/game-195905-Leviathan+Warships,2013,Paradox Interactive ,Mac OS X
113,leviathan: warships,https://www.uvlist.net/game-195906-Leviathan+Warships,2013,Paradox Interactive ,iOS
114,leviathan: warships,https://www.uvlist.net/game-195907-Leviathan+Warships,2013,Paradox Interactive ,Android
115,lew leon ,https://www.uvlist.net/game-206286-Lew+Leon,1996,CD Projekt ,MS-DOS
116,lew leon ,https://www.uvlist.net/game-264905-Lew+Leon,2019,Xi4G ,Linux
117,lew leon ,https://www.uvlist.net/game-264906-Lew+Leon,2019,Xi4G ,Mac OS X
118,lew pulsipher's doomstar,https://www.uvlist.net/game-223605-Lew+Pulsiphers+Doomstar,2016,Large Visible Machine,Linux
119,lewdapocalypse,https://www.uvlist.net/game-264880-Lewdapocalypse,?,KG/AM,Linux
120,lewdness leccion ~midara na maid to kodoku na goshujin-sama~ ,https://www.uvlist.net/game-265230-Lewdness+Leccion+Midara+na+Maid+to+Kodoku+na+Goshujin+sama,2004,Parthenon,Windows
121,lewin pongs,https://www.uvlist.net/game-186037-Lewin+Pongs,?,author,Linux
122,lewis and clark stayed home,https://www.uvlist.net/game-253883-Lewis+and+Clark+Stayed+Home,1991,MECC ,Apple II E
123,lex,https://www.uvlist.net/game-207936-Lex,1993,Studio Sold Out,NEC PC9801
124,lexa alea,https://www.uvlist.net/game-48003-Lexa+Alea,?,?,Amstrad CPC
125,lexi-cross,https://www.uvlist.net/game-43331-Lexi+Cross,1991,Interplay,MS-DOS
126,lexi-cross,https://www.uvlist.net/game-210412-Lexi+Cross,1992,Interplay ,Mac OS Classic
127,lexicon,https://www.uvlist.net/game-185991-Lexicon,1989,author,MS-DOS
128,lexicon ,https://www.uvlist.net/game-106046-Lexicon,1998,eGames ,Windows
129,lexis,https://www.uvlist.net/game-108459-Lexis,1994,Shadowsoft,Lynx
130,lexitron,https://www.uvlist.net/game-166305-Lexitron,?,?,C128
131,leyendas de lhodrye: arakhas el oscuro,https://www.uvlist.net/game-247949-Leyendas+de+Lhodrye+Arakhas+el+Oscuro,1997,Editorial América Ibérica ,Windows
132,leyendas de lhodrye: la luz del druida ,https://www.uvlist.net/game-247950-Leyendas+de+Lhodrye+La+Luz+del+Druida,1997,Editorial América Ibérica ,Windows
133,leygref's castle,https://www.uvlist.net/game-167264-Leygrefs+Castle,1986,author,MS-DOS
134,leyte,https://www.uvlist.net/game-257301-Leyte,1981,SoftSide,Apple II E
135,leyte,https://www.uvlist.net/game-257302-Leyte,1981,SoftSide,Atari 400/800
136,leyte,https://www.uvlist.net/game-257303-Leyte,1981,SoftSide,TRS-80
137,lgame,https://www.uvlist.net/game-253014-Lgame,1980,CLOAD,TRS-80
138,lgc,https://www.uvlist.net/game-186303-Lgc,2004,author,Linux
139,lgeneral,https://www.uvlist.net/game-183399-LGeneral,2001,LGames,Linux
140,lgeneral,https://www.uvlist.net/game-186537-LGeneral,?,LGames,BeOS
141,lgeneral,https://www.uvlist.net/game-242045-LGeneral,?,LGames,Zaurus
142,lhx attack chopper,https://www.uvlist.net/game-9948-LHX+Attack+Chopper,1992,Electronic Arts,Mega Drive
143,lhx attack chopper,https://www.uvlist.net/game-42128-LHX+Attack+Chopper,1990,Electronic Arts,MS-DOS
144,li'l red ,https://www.uvlist.net/game-207820-Lil+Red,2013,Donmai,Linux
145,li'l red bug,https://www.uvlist.net/game-174445-Lil+Red+Bug,1981,Creative Computing,Apple II E
146,liam finds a story ,https://www.uvlist.net/game-212428-Liam+Finds+a+Story,1995,Davidson & Associates ,Mac OS Classic
147,liam finds a story ,https://www.uvlist.net/game-218566-Liam+Finds+a+Story,1995,Davidson & Associates ,Windows
148,lian lian kan ,https://www.uvlist.net/game-187914-Lian+Lian+Kan,2005,Alpher,Linux
149,lian yu,https://www.uvlist.net/game-217005-Lian+Yu,2015,Folheiro,Linux
150,liar liar,https://www.uvlist.net/game-207819-Liar+Liar,2014,Tokimekiwaku,Linux
151,liar liar 2: pants on fire,https://www.uvlist.net/game-207818-Liar+Liar+2+Pants+on+Fire,2014,Tokimekiwaku,Linux
152,liath ,https://www.uvlist.net/game-45073-Liath,1998,Project Two Interactive,Windows
153,libble rabble,https://www.uvlist.net/game-1891-Libble+Rabble,1983,Namco,Arcade
154,libble rabble,https://www.uvlist.net/game-97767-Libble+Rabble,1993,Namco ,X68000
155,libble rabble ,https://www.uvlist.net/game-7177-Libble+Rabble,1994,Namco,SNES
156,liberal crime squad ,https://www.uvlist.net/game-167265-Liberal+Crime+Squad,2004,Bay Twelve Games,MS-DOS
157,liberal crime squad ,https://www.uvlist.net/game-167266-Liberal+Crime+Squad,2004,Bay Twelve Games,Linux
158,liberal crime squad ,https://www.uvlist.net/game-191312-Liberal+Crime+Squad,2004,Bay Twelve Games,Windows
159,liberated,https://www.uvlist.net/game-260678-Liberated,2020,Walkabout Games,Switch
160,liberation,https://www.uvlist.net/game-180119-Liberation,1994,Mindscape,Atari ST
161,liberation - captive ii,https://www.uvlist.net/game-271881-Liberation+Captive+II,1994,Mindscape ,Amiga CD32
162,liberation ,https://www.uvlist.net/game-3672-Liberation,1984,Data East,Arcade
163,liberation army,https://www.uvlist.net/game-157649-Liberation+Army,2004,Kou,Windows
164,liberation circuit,https://www.uvlist.net/game-231563-Liberation+Circuit,2017,author,Linux
165,liberation maiden,https://www.uvlist.net/game-194940-Liberation+Maiden,2013,Level-5 ,iOS
166,liberation maiden ,https://www.uvlist.net/game-211853-Liberation+Maiden,2012,Level-5 ,3DS
167,liberation: captive ii,https://www.uvlist.net/game-18389-Liberation+Captive+II,1994,Mindscape ,Amiga AGA
168,liberation: captive ii,https://www.uvlist.net/game-204521-Liberation+Captive+II,1994,Mindscape ,Amiga
169,liberator,https://www.uvlist.net/game-506-Liberator,1982,Atari,Arcade
170,liberator,https://www.uvlist.net/game-45554-Liberator,1987,Alternative Software,C16/Plus4
171,liberator,https://www.uvlist.net/game-39503-Liberator,1987,Micro-Value,Atari ST
172,liberator,https://www.uvlist.net/game-48004-Liberator,1989,Proein Soft Line ,Amstrad CPC
173,liberator,https://www.uvlist.net/game-271195-Liberator,1989,Proein Soft Line ,ZX Spectrum
174,liberator,https://www.uvlist.net/game-271196-Liberator,1989,Proein Soft Line ,MSX
175,liberator,https://www.uvlist.net/game-273332-Liberator,1983,Gemini,BBC
176,liberator: mango jones 2,https://www.uvlist.net/game-13691-Liberator+Mango+Jones+2,1990,Newsfield Publications;Crash ,ZX Spectrum
177,libero grande,https://www.uvlist.net/game-97356-Libero+Grande,1997,Namco,Arcade
178,libero grande ,https://www.uvlist.net/game-19458-Libero+Grande,1998,Namco;Sony Computer Entertainment Europe ,PS
179,libero grande 2 ,https://www.uvlist.net/game-106521-Libero+Grande+2,2000,Namco,PS
180,libertor,https://www.uvlist.net/game-271065-Libertor,1984,Lyversoft,ZX Spectrum
181,libertus: ruta hacia la libertad,https://www.uvlist.net/game-267103-Libertus+Ruta+hacia+la+Libertad,2012,Asociación de Ciudades de la Ruta Bética Romana ,Windows
182,liberty ,https://www.uvlist.net/game-200079-Liberty,1989,Cocktail Soft,NEC PC8001
183,liberty or death,https://www.uvlist.net/game-9949-Liberty+or+Death,1992,KOEI ,Mega Drive
184,liberty or death ,https://www.uvlist.net/game-7469-Liberty+or+Death,1993,Koei,SNES
185,liberty seven,https://www.uvlist.net/game-237487-Liberty+Seven,1987,Nichibutsu,Arcade
186,liberty ship,https://www.uvlist.net/game-235203-Liberty+Ship,1986, T&D Software,Tandy Coco
187,liberty wings,https://www.uvlist.net/game-189762-Liberty+Wings,2010,Digital Reality ,iOS
188,libido 7 ,https://www.uvlist.net/game-200080-Libido+7,1994,Libido,NEC PC9801
189,libido 7 impact ,https://www.uvlist.net/game-200081-Libido+7+Impact,1995,Libido,NEC PC9801
190,libii hospital,https://www.uvlist.net/game-226583-Libii+Hospital,?,Libii Tech,iOS
191,libito 7 impact,https://www.uvlist.net/game-43630-Libito+7+Impact,?,Libido,Windows
192,librabalance,https://www.uvlist.net/game-229998-LibraBalance,2017,drunkbearzz,Linux
193,library of the ages,https://www.uvlist.net/game-159010-Library+of+the+Ages,2004,Full Armor Studios,Windows
194,library party ,https://www.uvlist.net/game-257935-Library+Party,2015,Kaga Create,PS Vita
195,library skills: let's learn about the library,https://www.uvlist.net/game-256847-Library+Skills+Lets+Learn+About+The+Library,1986,Troll Associates,Apple II E
196,libre pinball,https://www.uvlist.net/game-221435-Libre+Pinball,2016,author,Linux
197,libros de chilam balam ,https://www.uvlist.net/game-178778-Libros+de+Chilam+Balam,1992,Right Stuff,NEC PC9801
198,licca-chan 3ds,https://www.uvlist.net/game-188837-Licca+chan+3DS,?,? ,3DS
199,licca-chan no oshare nikki,https://www.uvlist.net/game-183165-Licca+chan+no+Oshare+Nikki,2004,Marvelous Entertainment;Takara ,GBA
200,licence to kill ,https://www.uvlist.net/game-223268-Licence+to+Kill,1989,Domark;Erbe Software ,MSX
201,licence to kill ,https://www.uvlist.net/game-17275-Licence+to+Kill,1989,Domark;Respray ,Amiga
202,licence to kill ,https://www.uvlist.net/game-35040-Licence+to+Kill,1989,Domark ,C64
203,licence to kill ,https://www.uvlist.net/game-39568-Licence+to+Kill,1989,Domark ,Atari ST
204,licence to kill ,https://www.uvlist.net/game-97068-Licence+to+Kill,1989,Domark ,ZX Spectrum
205,licence to kill ,https://www.uvlist.net/game-98298-Licence+to+Kill,1989,Domark ,MS-DOS
206,licence to kill ,https://www.uvlist.net/game-223267-Licence+to+Kill,1989,Domark ,BBC
207,licence to kill ,https://www.uvlist.net/game-48005-Licence+to+Kill,1989,Domark ,Amstrad CPC
208,licence to kill ,https://www.uvlist.net/game-160597-Licence+to+Kill,1987,Alternative Software,Electron
209,licenced to kill,https://www.uvlist.net/game-277919-Licenced+to+Kill,1987,Alternative Software,BBC
210,license to kill,https://www.uvlist.net/game-7954-License+to+Kill,?,Tengen;Domark ,NES
211,lichdom: battlemage ,https://www.uvlist.net/game-199879-Lichdom+Battlemage,2014,Xaviant,Windows
212,licht,https://www.uvlist.net/game-239563-Licht,?,author ,Linux
213,lichtspeer,https://www.uvlist.net/game-223661-Lichtspeer,2016,Lichthund,Linux
214,lichtspeer: double speer edition,https://www.uvlist.net/game-260679-Lichtspeer+Double+Speer+Edition,2017,Crunching Koalas,Switch
215,lidl,https://www.uvlist.net/game-187218-lidl,2004,?,BeOS
216,lidol in lidol,https://www.uvlist.net/game-170843-Lidol+in+Lidol,2001,AST,Windows
217,liege,https://www.uvlist.net/game-206470-Liege,?,?,Linux
218,lien,https://www.uvlist.net/game-152379-Lien,2004,Kyarara,Dreamcast
219,liero,https://www.uvlist.net/game-168599-Liero,1998,MetsänEläimet,MS-DOS
220,liero xtreme ,https://www.uvlist.net/game-170054-Liero+Xtreme,?,author,Linux
221,lies richtig,https://www.uvlist.net/game-187610-Lies+Richtig,1988,Heka-Soft,MS-DOS
222,lieve oma,https://www.uvlist.net/game-225760-Lieve+Oma,2016,author,Linux
223,life,https://www.uvlist.net/game-218600-LIFE,?,Washington Apple Pi,Apple III
224,life,https://www.uvlist.net/game-220636-Life,?,Scisoft,Memotech MTX
225,life,https://www.uvlist.net/game-224435-Life,1993,author,NeXT
226,life,https://www.uvlist.net/game-242115-Life,1978,Creative Computing,Ohio Scientific
227,life,https://www.uvlist.net/game-242580-Life,1983,TCS,Colour Genie
228,life,https://www.uvlist.net/game-251929-Life,2008,author,TRS-80
229,life,https://www.uvlist.net/game-253884-Life,1979,Creative Computing,Apple II E
230,life,https://www.uvlist.net/game-254340-Life,1985,UpTime,Apple II E
231,life,https://www.uvlist.net/game-255159-Life,1978,A B Computers,Commodore PET
232,life,https://www.uvlist.net/game-261339-Life,1981,Dynacomp,Apple II E
233,life,https://www.uvlist.net/game-263804-Life,1979,Questdata,COSMAC VIP
234,life,https://www.uvlist.net/game-264360-Life,1987,T & D Subscription Software,Tandy Coco
235,life,https://www.uvlist.net/game-265234-Life,1979,SR-52 Users Club,TI Calculators
236,life,https://www.uvlist.net/game-269171-Life,1972,Author,custom
237,life ,https://www.uvlist.net/game-241839-Life,?,?,Sol-20
238,life ,https://www.uvlist.net/game-237379-Life,1976,Cromemco,Altair 8800
239,life & death,https://www.uvlist.net/game-19767-Life+Death,1989,The Software Toolworks,MS-DOS
240,life & death,https://www.uvlist.net/game-17361-Life+Death,1991,Mindscape;The Software Toolworks ,Amiga
241,life & death,https://www.uvlist.net/game-40099-Life+Death,1988,The Software Toolworks,Atari ST
242,life & death,https://www.uvlist.net/game-50256-Life+Death,1989,The Software Toolworks,Apple IIGS
243,life & death,https://www.uvlist.net/game-185384-Life+Death,1988,The Software Toolworks,Mac OS Classic
244,life & death,https://www.uvlist.net/game-188323-Life+Death,1992,Ving,FM Towns
245,life & death ,https://www.uvlist.net/game-200082-Life+Death,1991,Ving,NEC PC9801
246,life & death ,https://www.uvlist.net/game-215710-Life+Death,1992,Takeru,X68000
247,life & death ii: the brain,https://www.uvlist.net/game-42627-Life+Death+II+The+Brain,1990,The Software Toolworks,MS-DOS
248,life & death ii: the brain ,https://www.uvlist.net/game-190480-Life+Death+II+The+Brain,1992,Ving,FM Towns
249,life & death ii: the brain ,https://www.uvlist.net/game-200083-Life+Death+II+The+Brain,1992,Arrow Micro Techs,NEC PC9801
250,life and death,https://www.uvlist.net/game-247091-Life+and+Death,1988,author,MS-DOS
251,life beetle,https://www.uvlist.net/game-228712-Life+Beetle,2017,Dagestan Technology ,Linux
252,life expectancy,https://www.uvlist.net/game-270455-Life+Expectancy,1983,Stainless Software ,TI99
253,life expectancy zero ,https://www.uvlist.net/game-48006-Life+Expectancy+Zero,1986,Blaby Computer Games,Amstrad CPC
254,life flashes by,https://www.uvlist.net/game-190745-Life+Flashes+By,2010,author,Linux
255,life for two,https://www.uvlist.net/game-242116-Life+for+Two,1978,Creative Computing,Ohio Scientific
256,life for two ,https://www.uvlist.net/game-234005-Life+for+Two,1975,Creative Computing,Altair 8800
257,life for two ,https://www.uvlist.net/game-253885-Life+for+Two,1979,Creative Computing,Apple II E
258,life force ,https://www.uvlist.net/game-957-Life+Force,1987,Konami,Arcade
259,life goes on,https://www.uvlist.net/game-184335-Life+goes+on,2011,Blue Eyes White Dragon,Linux
260,life goes on,https://www.uvlist.net/game-203792-Life+Goes+On,2014,Infinite Monkeys Entertainment,Linux
261,life goes on,https://www.uvlist.net/game-208153-Life+Goes+On,2014,Infinite Monkeys Entertainment,Windows
262,life goes on,https://www.uvlist.net/game-208154-Life+Goes+On,2014,Infinite Monkeys Entertainment,Mac OS X
263,life guard,https://www.uvlist.net/game-253228-Life+Guard,1982,Microvations,TRS-80
264,life ii,https://www.uvlist.net/game-269226-Life+II,1973,Creative Computing ,custom
265,life ii,https://www.uvlist.net/game-269318-Life+II,2022,Apple Inc. ,Mobile
266,life ii ,https://www.uvlist.net/game-243879-Life+II,1978,Creative Computing ,Commodore PET
267,life in bunker,https://www.uvlist.net/game-219808-Life+in+Bunker,2016,Flox Studios,Windows
268,life in bunker,https://www.uvlist.net/game-219809-Life+in+Bunker,2016,Flox Studios,Mac OS X
269,life in bunker,https://www.uvlist.net/game-219810-Life+in+Bunker,2016,Flox Studios,Linux
270,life in the dorms,https://www.uvlist.net/game-268412-Life+in+the+Dorms,2012,Moment Games,Windows
271,life in the fast lane,https://www.uvlist.net/game-205779-Life+in+the+Fast+Lane,1987,Methodic Solutions,MSX
272,life is feudal: your own,https://www.uvlist.net/game-223287-Life+is+Feudal+Your+Own,2015,Bitbox,Windows
273,life is hard,https://www.uvlist.net/game-218182-Life+is+Hard,2015,Pirozhok,Linux
274,life is music ,https://www.uvlist.net/game-200084-Life+is+Music,1992,Koei,NEC PC9801
275,life is strange,https://www.uvlist.net/game-212594-Life+is+Strange,2015,Square Enix ,Windows
276,life is strange,https://www.uvlist.net/game-212595-Life+is+Strange,2015,Square Enix ,X360
277,life is strange,https://www.uvlist.net/game-212596-Life+is+Strange,2015,Square Enix ,PS3
278,life is strange,https://www.uvlist.net/game-212597-Life+is+Strange,2015,Square Enix ,Xbox One
279,life is strange,https://www.uvlist.net/game-212598-Life+is+Strange,2015,Square Enix ,PS4
280,life is strange - episode 1,https://www.uvlist.net/game-223937-Life+Is+Strange+Episode+1,2016,Square Enix;Feral Interactive;DONTNOD Entertainment ,Linux
281,life is strange - episode 2,https://www.uvlist.net/game-223938-Life+Is+Strange+Episode+2,2016,Square Enix;Feral Interactive;DONTNOD Entertainment ,Linux
