,Name,Link,Year,Publisher,Platform
19512,the ice temple,https://www.uvlist.net/game-34638-The+Ice+Temple,1989,CDS Software,C64
19513,the ice temple,https://www.uvlist.net/game-47734-The+Ice+Temple,1989,CDS Software,Amstrad CPC
19514,the icer,https://www.uvlist.net/game-237319-The+Icer,1986,?,MS-DOS
19515,the ico & shadow of the colossus collection ,https://www.uvlist.net/game-183887-The+ICO+Shadow+of+the+Colossus+Collection,2011,Sony Computer Entertainment ,PS3
19516,the icon of naliphae,https://www.uvlist.net/game-264692-The+Icon+of+Naliphae,1985,Adventureware,Tandy Coco
19517,the idiot's tale,https://www.uvlist.net/game-268245-The+Idiots+Tale,2018,Megalithic Mainframe,Windows
19518,the idolm@ster ,https://www.uvlist.net/game-169407-THE+iDOLMSTER,2007,Namco Bandai Games ,X360
19519,the idolm@ster ,https://www.uvlist.net/game-156014-THE+iDOLMSTER,2004,Namco,Arcade
19520,the idolm@ster 2 ,https://www.uvlist.net/game-181891-THE+iDOLMSTER+2,2011,Namco Bandai Games ,X360
19521,the idolm@ster: cinderella girls ,https://www.uvlist.net/game-227985-THE+iDOLMSTER+Cinderella+Girls,2011,DeNA  ,Mobile
19522,the idolm@ster: cinderella girls ,https://www.uvlist.net/game-227987-THE+iDOLMSTER+Cinderella+Girls,2011,DeNA ,Android
19523,the idolm@ster: cinderella girls ,https://www.uvlist.net/game-227988-THE+iDOLMSTER+Cinderella+Girls,2011,DeNA ,iOS
19524,the idolm@ster: cinderella girls ,https://www.uvlist.net/game-227989-THE+iDOLMSTER+Cinderella+Girls,2011,DeNA ,Mobile
19525,the idolmaster platinum stars ,https://www.uvlist.net/game-278072-The+Idolmaster+Platinum+Stars,2016,Bandai Namco Entertainment,PS4
19526,the idolmaster: starlit season,https://www.uvlist.net/game-278073-The+Idolmaster+Starlit+Season,2021,Bandai Namco Entertainment,PS4
19527,the idolmaster: stella stage,https://www.uvlist.net/game-278074-The+Idolmaster+Stella+Stage,2017,Bandai Namco Entertainment,PS4
19528,the if's and then's of programming,https://www.uvlist.net/game-258332-The+ifs+and+thens+of+programming,?,MECC,Apple II E
19529,the immortal,https://www.uvlist.net/game-8339-The+Immortal,1990,Electronic Arts,NES
19530,the immortal,https://www.uvlist.net/game-38821-The+Immortal,1990,Electronic Arts ,Atari ST
19531,the immortal,https://www.uvlist.net/game-50240-The+Immortal,1990,Electronic Arts ,Apple IIGS
19532,the immortal,https://www.uvlist.net/game-255472-The+Immortal,2020,Piko Interactive,Linux
19533,the immortal ,https://www.uvlist.net/game-17230-The+Immortal,1990,Electronic Arts;Starbyte ,Amiga
19534,the immortal ,https://www.uvlist.net/game-43178-The+Immortal,1991,Electronic Arts;Starbyte ,MS-DOS
19535,the immortal ,https://www.uvlist.net/game-9869-The+Immortal,1991,Electronic Arts;Tec Toy ,Mega Drive
19536,the immortals of terra: a perry rhodan adventure,https://www.uvlist.net/game-168511-The+Immortals+of+Terra+A+Perry+Rhodan+Adventure,2008,Viva Media ,Windows
19537,the impossible game,https://www.uvlist.net/game-189656-The+Impossible+Game,2010,Independent ,iOS
19538,the impossible game,https://www.uvlist.net/game-204331-The+Impossible+Game,2014,FlukeDude ,Linux
19539,the impossible test space,https://www.uvlist.net/game-227822-The+Impossible+Test+SPACE,?,PixelCUBE Studios,iOS
19540,the inanimate mr. coatrack,https://www.uvlist.net/game-268249-The+Inanimate+Mr.+Coatrack,2019,Powerhoof,Windows
19541,the incident,https://www.uvlist.net/game-189657-The+Incident,2010,Big Bucket Software ,iOS
19542,the incredible adventures of van helsing,https://www.uvlist.net/game-196126-The+Incredible+Adventures+of+Van+Helsing,2013,NeocoreGames,Windows
19543,the incredible adventures of van helsing ii,https://www.uvlist.net/game-231595-The+Incredible+Adventures+of+Van+Helsing+II,2014,NeocoreGames,Mac OS X
19544,the incredible adventures of van helsing ii,https://www.uvlist.net/game-231596-The+Incredible+Adventures+of+Van+Helsing+II,2016,NeocoreGames,Xbox One
19545,the incredible adventures of van helsing ii ,https://www.uvlist.net/game-231594-The+Incredible+Adventures+of+Van+Helsing+II,2014,NeocoreGames,Windows
19546,the incredible adventures of van helsing iii ,https://www.uvlist.net/game-244348-The+Incredible+Adventures+of+Van+Helsing+III,2015,NeocoreGames,Windows
19547,the incredible adventures of van helsing: extended edition,https://www.uvlist.net/game-275938-The+Incredible+Adventures+of+Van+Helsing+Extended+Edition,2017,NeocoreGames,PS4
19548,the incredible crash dummies,https://www.uvlist.net/game-8609-The+Incredible+Crash+Dummies,1992,LJN ,GB
19549,the incredible crash dummies,https://www.uvlist.net/game-5725-The+Incredible+Crash+Dummies,1993,LJN,SNES
19550,the incredible crash dummies,https://www.uvlist.net/game-8340-The+Incredible+Crash+Dummies,1994,LJN ,NES
19551,the incredible crash dummies,https://www.uvlist.net/game-9254-The+Incredible+Crash+Dummies,1993,Acclaim Entertainment;Tyco Industries ,Master System
19552,the incredible crash dummies,https://www.uvlist.net/game-9870-The+Incredible+Crash+Dummies,1993,Acclaim,Mega Drive
19553,the incredible crash dummies ,https://www.uvlist.net/game-43540-The+Incredible+Crash+Dummies,1993,Acclaim Entertainment ,Game Gear
19554,the incredible crash test dummies ,https://www.uvlist.net/game-19402-The+Incredible+Crash+Test+Dummies,1994,Virgin ,Amiga
19555,the incredible hulk,https://www.uvlist.net/game-6003-The+Incredible+Hulk,1994,U.S. Gold ,SNES
19556,the incredible hulk,https://www.uvlist.net/game-9326-The+Incredible+Hulk,1994,U.S. Gold ,Master System
19557,the incredible hulk,https://www.uvlist.net/game-9871-The+Incredible+Hulk,1994,U.S. Gold ,Mega Drive
19558,the incredible hulk,https://www.uvlist.net/game-43697-The+Incredible+Hulk,1995,U.S. Gold ,Game Gear
19559,the incredible hulk,https://www.uvlist.net/game-168375-The+Incredible+Hulk,2008,Sega ,PS2
19560,the incredible hulk,https://www.uvlist.net/game-168379-The+Incredible+Hulk,2008,Sega ,Nintendo DS
19561,the incredible hulk - ultimate destruction,https://www.uvlist.net/game-181517-The+Incredible+Hulk+Ultimate+Destruction,2005,Vivendi Games ,GameCube
19562,the incredible hulk - ultimate destruction,https://www.uvlist.net/game-223374-The+Incredible+Hulk+Ultimate+Destruction,2005,Vivendi Games ,PS2
19563,the incredible hulk ,https://www.uvlist.net/game-168374-The+Incredible+Hulk,2008,Sega ,Wii
19564,the incredible hulk ,https://www.uvlist.net/game-168376-The+Incredible+Hulk,2008,Sega ,PS3
19565,the incredible hulk ,https://www.uvlist.net/game-168377-The+Incredible+Hulk,2008,Sega ,X360
19566,the incredible hulk ,https://www.uvlist.net/game-168378-The+Incredible+Hulk,2008,Sega ,Windows
19567,the incredible hulk ,https://www.uvlist.net/game-108614-The+Incredible+Hulk,2003,Universal Interactive ,GBA
19568,the incredible hulk: the pantheon saga,https://www.uvlist.net/game-11194-The+Incredible+Hulk+The+Pantheon+Saga,1996,Eidos ,PS
19569,the incredible hulk: the pantheon saga,https://www.uvlist.net/game-15994-The+Incredible+Hulk+The+Pantheon+Saga,1996,Eidos ,Saturn
19570,the incredible hulk: ultimate destruction,https://www.uvlist.net/game-154976-The+Incredible+Hulk+Ultimate+Destruction,2005,Vivendi Universal Games,Xbox
19571,the incredible laboratory,https://www.uvlist.net/game-256491-The+Incredible+Laboratory,1984,Sunburst,Apple II E
19572,the incredible laboratory,https://www.uvlist.net/game-274903-The+Incredible+Laboratory,1983,Sunburst,Atari 400/800
19573,the incredible laboratory,https://www.uvlist.net/game-274904-The+Incredible+Laboratory,1985,Sunburst,C64
19574,the incredible machine,https://www.uvlist.net/game-210410-The+Incredible+Machine,1992,Sierra On-Line ,Mac OS Classic
19575,the incredible machine ,https://www.uvlist.net/game-42120-The+Incredible+Machine,1992,Sierra On-Line ,MS-DOS
19576,the incredible machine ,https://www.uvlist.net/game-44146-The+Incredible+Machine,1994,Dynamix;T&E Soft ,3DO
19577,the incredible machine ,https://www.uvlist.net/game-276616-The+Incredible+Machine,1994,Dynamix;T&E Soft ,FM Towns
19578,the incredible machine 2,https://www.uvlist.net/game-247822-The+Incredible+Machine+2,1994,Sierra On-Line ,MS-DOS
19579,the incredible machine 3,https://www.uvlist.net/game-213109-The+Incredible+Machine+3,1995,Dynamix,Mac OS Classic
19580,the incredible maze,https://www.uvlist.net/game-169426-The+Incredible+Maze,2008,Digital Leisure,Wii
19581,the incredible shrinking fireman,https://www.uvlist.net/game-13416-The+Incredible+Shrinking+Fireman,1986,Mastertronic,ZX Spectrum
19582,the incredible shrinking man,https://www.uvlist.net/game-235994-The+Incredible+Shrinking+Man,1982,Chiang Brothers;Softdisk ,Apple II E
19583,the incredible story maker,https://www.uvlist.net/game-210889-The+Incredible+Story+Maker,1988,author,Mac OS Classic
19584,the incredible toon machine,https://www.uvlist.net/game-163519-The+Incredible+Toon+Machine,1994,Sierra On-Line ,Win3.1
19585,the incredible toon machine,https://www.uvlist.net/game-212136-The+Incredible+Toon+Machine,1994,Sierra ,Mac OS Classic
19586,the incredible wizard ,https://www.uvlist.net/game-105532-The+Incredible+Wizard,1982,Astrocade ,Astrocade
19587,the incredibles,https://www.uvlist.net/game-176944-The+Incredibles,?,LeapFrog,Leapster
19588,the incredibles - rise of the underminer,https://www.uvlist.net/game-156909-The+Incredibles+Rise+of+the+Underminer,2005,THQ ,GBA
19589,the incredibles - rise of the underminer,https://www.uvlist.net/game-181518-The+Incredibles+Rise+of+the+Underminer,2005,THQ;Sega ,GameCube
19590,the incredibles ,https://www.uvlist.net/game-153289-The+Incredibles,2004,THQ;D3 Publisher ,GBA
19591,the incredibles ,https://www.uvlist.net/game-195243-The+Incredibles,2004,THQ;D3 ,PS2
19592,the incredibles ,https://www.uvlist.net/game-176765-The+Incredibles,2004,THQ;D3 ,Xbox
19593,the incredibles ,https://www.uvlist.net/game-162163-The+Incredibles,2004,THQ;D3 ,GameCube
19594,the incredibles ,https://www.uvlist.net/game-162209-The+Incredibles,2004,THQ ,Mac OS X
19595,the incredibles: mission incredible,https://www.uvlist.net/game-164768-The+Incredibles+Mission+Incredible,2007,Vtech,V.Flash
19596,the incredibles: rise of the underminer,https://www.uvlist.net/game-176764-The+Incredibles+Rise+of+the+Underminer,2005,THQ ,Xbox
19597,the incredibles: rise of the underminer ,https://www.uvlist.net/game-195723-The+Incredibles+Rise+of+the+Underminer,2005,THQ ,PS2
19598,the indian in the cupboard,https://www.uvlist.net/game-247893-The+Indian+in+the+Cupboard,1996,Viacom New Media,Windows
19599,the inexistent world,https://www.uvlist.net/game-213520-The+inexistent+World,2015,Teo-chan,Linux
19600,the infectious madness of doctor dekker,https://www.uvlist.net/game-239248-The+Infectious+Madness+of+Doctor+Dekker,2017,D'Avekki Studios,Linux
19601,the infectious madness of doctor dekker,https://www.uvlist.net/game-243365-The+Infectious+Madness+of+Doctor+Dekker,2018,Wales Interactive ,Switch
19602,the infernal tome,https://www.uvlist.net/game-172028-The+Infernal+Tome,1996,MVP Software ,MS-DOS
19603,the inferno,https://www.uvlist.net/game-13424-The+Inferno,1984,Richard Shephard Software,ZX Spectrum
19604,the inferno,https://www.uvlist.net/game-175369-The+Inferno,2010,Xpressed,iOS
19605,the inferno,https://www.uvlist.net/game-199588-The+Inferno,1981,The Software Emporium,Apple II E
19606,the infested fortress,https://www.uvlist.net/game-173938-The+Infested+Fortress,?,?,Apple II E
19607,the infinite black,https://www.uvlist.net/game-223816-The+Infinite+Black,2016,Spellbook,Linux
19608,the infinite sorrow of a heartbroken mind,https://www.uvlist.net/game-227326-The+Infinite+Sorrow+of+a+Heartbroken+Mind,2016,Viperfish9,Linux
19609,the infinite spirit of carte blanche,https://www.uvlist.net/game-218037-The+Infinite+Spirit+Of+Carte+Blanche,2015,AntReek Games,Linux
19610,the inheritance: chaos in scotland ,https://www.uvlist.net/game-35522-The+Inheritance+Chaos+in+Scotland,1987,Infogrames,C64
19611,the inheritance: panic in las vegas,https://www.uvlist.net/game-13426-The+Inheritance+Panic+in+Las+Vegas,1987,Infogrames,ZX Spectrum
19612,the inheritance: panic in las vegas ,https://www.uvlist.net/game-33992-The+Inheritance+Panic+in+Las+Vegas,1986,Infogrames,C64
19613,the inheritance: panic in las vegas ,https://www.uvlist.net/game-237259-The+Inheritance+Panic+in+Las+Vegas,1986,Infogrames,MSX
19614,the inheritance: panic in las vegas ,https://www.uvlist.net/game-47768-The+Inheritance+Panic+in+Las+Vegas,1986,Infogrames,Amstrad CPC
19615,the inlaws,https://www.uvlist.net/game-268251-The+Inlaws,2010,Strategy First ,Windows
19616,the inner lakes,https://www.uvlist.net/game-275800-The+Inner+Lakes,1992,The Guild,C64
19617,the inner light,https://www.uvlist.net/game-230886-The+Inner+Light,2017,author ,Linux
19618,the inner world,https://www.uvlist.net/game-213351-The+Inner+World,2015,Headup Games ,Linux
19619,the inner world,https://www.uvlist.net/game-238016-The+Inner+World,2017,Headup Games ,PS4
19620,the inner world,https://www.uvlist.net/game-248233-The+Inner+World,2013,Headup Games,Windows
19621,the inner world,https://www.uvlist.net/game-259417-The+Inner+World,2018,Headup Games,Switch
19622,the inner world: the last wind monk,https://www.uvlist.net/game-268252-The+Inner+World+The+Last+Wind+Monk,2017,Headup Games ,Windows
19623,the inner world: the last windmonk,https://www.uvlist.net/game-228744-The+Inner+World+The+Last+Windmonk,2017,Headup Games ,Linux
19624,the inside world,https://www.uvlist.net/game-208670-The+Inside+World,1995,The Softgame Company of Vermont,Win3.1
19625,the institute,https://www.uvlist.net/game-36315-The+Institute,1983,Screenplay,C64
19626,the institute,https://www.uvlist.net/game-180935-The+Institute,1983,Screenplay,Apple II E
19627,the institute,https://www.uvlist.net/game-266932-The+Institute,1981,Med Systems,Atari 400/800
19628,the institute,https://www.uvlist.net/game-266933-The+Institute,1983,Screenplay,Atari 400/800
19629,the institute,https://www.uvlist.net/game-266934-The+Institute,1981,Med Systems,TRS-80
19630,the interactive adventures of dog mendonça & pizza boy,https://www.uvlist.net/game-267121-The+Interactive+Adventures+of+Dog+Mendonca+Pizza+Boy,2016,Koch Media GmbH ,Windows
19631,the interactive adventures of dog mendonça and pizzaboy,https://www.uvlist.net/game-218181-The+Interactive+Adventures+of+Dog+Mendonca+and+Pizzaboy,2015,OKAM STUDIO,Linux
19632,the interactive adventures of seymore butts,https://www.uvlist.net/game-247757-The+Interactive+Adventures+Of+Seymore+Butts,1993,New Machine Publishing ,Win3.1
19633,the interactive history of interactive novels,https://www.uvlist.net/game-208685-The+Interactive+History+of+Interactive+Novels,2014,Miami University,Linux
19634,the interbank incident,https://www.uvlist.net/game-235052-The+Interbank+Incident,1985,Tandy ,Tandy Coco
19635,the internet guerrilla ,https://www.uvlist.net/game-213652-The+Internet+Guerrilla,2015,Bürger,Linux
19636,the interview,https://www.uvlist.net/game-182585-The+Interview,?,Deirdra Kiai Productions,Linux
19637,the intruder,https://www.uvlist.net/game-193390-The+Intruder,2013,author,Linux
19638,the intruder,https://www.uvlist.net/game-203065-The+Intruder,1989,Ubi Soft,Atari ST
19639,the intruder web project,https://www.uvlist.net/game-246194-The+Intruder+Web+Project,1999,author,Internet Only
19640,the invaders,https://www.uvlist.net/game-224762-The+Invaders,?,C&VG,Nascom
19641,the invaders,https://www.uvlist.net/game-264840-The+Invaders,1991,Mental Image Software Design,Amiga
19642,the invaders ,https://www.uvlist.net/game-109676-The+Invaders,1978,Zaccaria;Zelco,Arcade
19643,the inverted evolution,https://www.uvlist.net/game-221057-The+Inverted+Evolution,2016,Racing Bros,Linux
19644,the invincible iron man ,https://www.uvlist.net/game-102331-The+Invincible+Iron+Man,2002,Activision ,GBA
19645,the invisible hand,https://www.uvlist.net/game-207665-The+Invisible+Hand,2014,sick lad,Linux
19646,the invisible hand,https://www.uvlist.net/game-276294-The+Invisible+Hand,2014,sick lad,Windows
19647,the invisible hours,https://www.uvlist.net/game-267168-The+Invisible+Hours,2017,Game Trust ,Windows
19648,the invisible invader,https://www.uvlist.net/game-269691-The+Invisible+Invader,1981,International Computers Limited,ZX 81
19649,the irem skins game ,https://www.uvlist.net/game-6634-The+Irem+Skins+Game,1992,Irem,SNES
19650,the iron horse,https://www.uvlist.net/game-189668-The+Iron+Horse,2010,AppStar Games ,iOS
19651,the iron mask,https://www.uvlist.net/game-268256-The+Iron+Mask,1999,MediaLab,Windows
19652,the iron prison ,https://www.uvlist.net/game-173939-The+Iron+Prison,1986,NEUC,Apple II E
19653,the iron wolves,https://www.uvlist.net/game-260036-The+Iron+Wolves,2021,Cronosoft,ZX Spectrum
19654,the irritating maze ,https://www.uvlist.net/game-98719-The+Irritating+Maze,1997,Hudson ,N64
19655,the irritating maze ,https://www.uvlist.net/game-36848-The+Irritating+Maze,1997,SNK ,Neo-Geo
19656,the island,https://www.uvlist.net/game-13467-The+Island,1983,Crystal Computing,ZX Spectrum
19657,the island,https://www.uvlist.net/game-47801-The+Island,1985,The Adventure Workshop,Amstrad CPC
19658,the island,https://www.uvlist.net/game-224091-The+Island,1983,Virgin Games,ZX Spectrum
19659,the island of doctor wooby,https://www.uvlist.net/game-216694-The+Island+of+Doctor+Wooby,2015,rcveeder,Linux
19660,the island of dr. brain,https://www.uvlist.net/game-215139-The+Island+of+Dr.+Brain,1993,Sierra On-Line,MS-DOS
19661,the island of dr. destructo,https://www.uvlist.net/game-35828-The+Island+of+Dr.+Destructo,1987,Bulldog Software,C64
19662,the island of dr. destructo ,https://www.uvlist.net/game-13466-The+Island+of+Dr.+Destructo,1987,Mastertronic,ZX Spectrum
19663,the island of dr. destructo ,https://www.uvlist.net/game-47802-The+Island+of+Dr.+Destructo,1987,Mastertronic;Bulldog ,Amstrad CPC
19664,the island of dr. frankenstein,https://www.uvlist.net/game-191938-The+Island+of+Dr.+Frankenstein,2009,Storm City Games ,Wii
19665,the island of dr. momo,https://www.uvlist.net/game-189670-The+Island+of+Dr.+Momo,2011,? ,iOS
19666,the island of lost hope,https://www.uvlist.net/game-104419-The+Island+of+Lost+Hope,1989,Digital Concepts,Amiga
19667,the island! ,https://www.uvlist.net/game-274375-The+Island,1984,Duckworth Home Computing,C64
19668,the islands of beta,https://www.uvlist.net/game-253583-The+Islands+of+Beta,1984,Milliken Publishing,Apple II E
19669,the islands of danger ,https://www.uvlist.net/game-183777-The+Islands+of+Danger,1990,Carr Software,MS-DOS
19670,the isle,https://www.uvlist.net/game-218460-The+Isle,TBA,The Isle,Linux
19671,the isle of mem,https://www.uvlist.net/game-256374-The+Isle+of+Mem,1984,Grolier,Apple II E
19672,the italian job,https://www.uvlist.net/game-99328-The+Italian+Job,2002,Codemasters,Windows
19673,the italian job,https://www.uvlist.net/game-105606-The+Italian+Job,2001,Rockstar Games;SCi ,PS
19674,the italian job,https://www.uvlist.net/game-106425-The+Italian+Job,2003,Eidos ,Xbox
19675,the italian job ,https://www.uvlist.net/game-110944-The+Italian+Job,2003,Eidos ,PS2
19676,the italian job: l.a. heist,https://www.uvlist.net/game-152908-The+Italian+Job+L.A.+Heist,2003,Eidos ,GameCube
19677,the itchy & scratchy game,https://www.uvlist.net/game-9879-The+Itchy+Scratchy+Game,1994,Acclaim Entertainment ,Mega Drive
19678,the itchy & scratchy game,https://www.uvlist.net/game-43700-The+Itchy+Scratchy+Game,1994,Acclaim ,Game Gear
19679,the itchy and scratchy game ,https://www.uvlist.net/game-9328-The+Itchy+and+Scratchy+Game,?,?,Master System
19680,the j.a.r.,https://www.uvlist.net/game-219036-The+J.A.R.,1989,author,Amiga
19681,the jackbox party pack 5,https://www.uvlist.net/game-259419-The+Jackbox+Party+Pack+5,2018,Jackbox Games;Inc.,Switch
19682,the jackbox party pack 7,https://www.uvlist.net/game-260122-The+Jackbox+Party+Pack+7,2020,Jackbox Games,Switch
19683,the jade necklace,https://www.uvlist.net/game-13482-The+Jade+Necklace,?,?,ZX Spectrum
19684,the jade stone,https://www.uvlist.net/game-13483-The+Jade+Stone,1987,Marlin Games,ZX Spectrum
19685,the jade stone,https://www.uvlist.net/game-266939-The+Jade+Stone,1988,Zenobi Software ,Atari ST
19686,the jade stone,https://www.uvlist.net/game-215489-The+Jade+Stone,1987,The Adventure Workshop,Amstrad CPC
19687,the jet ,https://www.uvlist.net/game-159465-The+Jet,1986,SubLOGIC,Apple II E
19688,the jetsons,https://www.uvlist.net/game-47845-The+Jetsons,1992,Hi-Tec Software ,Amstrad CPC
19689,the jetsons,https://www.uvlist.net/game-111753-The+Jetsons,1992,HiTec Software ,ZX Spectrum
19690,the jetsons,https://www.uvlist.net/game-171566-The+Jetsons,1992,Hi-Tec Software ,C64
19691,the jetsons - the computer game,https://www.uvlist.net/game-19838-The+Jetsons+The+Computer+Game,1992,Hi-Tec Software ,Amiga
19692,the jetsons - the computer game,https://www.uvlist.net/game-171565-The+Jetsons+The+Computer+Game,1992,Hi-Tec Software ,Atari ST
19693,"the jetsons: by george, in trouble again",https://www.uvlist.net/game-191294-The+Jetsons+By+George+in+Trouble+Again,1990,Hi-Tech Expressions ,MS-DOS
19694,the jetsons: cogswell's caper ,https://www.uvlist.net/game-8341-The+Jetsons+Cogswells+Caper,1992,Taito,NES
19695,the jetsons: george jetson and the legend of robotopia,https://www.uvlist.net/game-171564-The+Jetsons+George+Jetson+and+the+Legend+of+Robotopia,1989,MicroIllusions ,Amiga
19696,the jetsons: invasion of the planet pirates ,https://www.uvlist.net/game-6859-The+Jetsons+Invasion+of+the+Planet+Pirates,1994,Taito;Kadowkawa Digital Entertainment ,SNES
19697,the jetsons: robot panic ,https://www.uvlist.net/game-8765-The+Jetsons+Robot+Panic,1992,Taito,GB
19698,the jetsons' ways with words,https://www.uvlist.net/game-42049-The+Jetsons+Ways+with+Words,1983,Mattel,Intellivision
19699,the jewel chest,https://www.uvlist.net/game-33954-The+Jewel+Chest,,?,C64
19700,the jewel of power,https://www.uvlist.net/game-156989-The+Jewel+of+Power,1985,Slogger Software,ZX Spectrum
19701,the jewels of babylon,https://www.uvlist.net/game-13511-The+Jewels+of+Babylon,1985,Interceptor Software,ZX Spectrum
19702,the jewels of babylon,https://www.uvlist.net/game-156082-The+Jewels+of+Babylon,1985,Interceptor Software,C64
19703,the jewels of babylon ,https://www.uvlist.net/game-47849-The+Jewels+of+Babylon,1984,Interceptor Software,Amstrad CPC
19704,the jim and frank mysteries: the blood river files,https://www.uvlist.net/game-189692-The+Jim+and+Frank+Mysteries+The+Blood+River+Files,2010,Chillingo ,iOS
19705,the joker's wild jr,https://www.uvlist.net/game-172852-The+Jokers+Wild+Jr,?,?,CD-I
19706,the jolly adventures of jimmy and mocko,https://www.uvlist.net/game-268301-The+Jolly+Adventures+of+Jimmy+and+Mocko,2003,Magnamedia ,Windows
19707,the journey,https://www.uvlist.net/game-156990-The+Journey,1985,Temptation,ZX Spectrum
19708,the journey back,https://www.uvlist.net/game-215673-The+Journey+Back,2015,MarWin Studios ,Linux
19709,the journey down,https://www.uvlist.net/game-189693-The+Journey+Down,2012,SkyGoblin,iOS
19710,the journey down: chapter one,https://www.uvlist.net/game-187515-The+Journey+Down+Chapter+One,2012,SkyGoblin,Linux
19711,the journey down: chapter one,https://www.uvlist.net/game-209902-The+Journey+Down+Chapter+One,2012,SkyGoblin,Windows
19712,the journey down: chapter three,https://www.uvlist.net/game-216574-The+Journey+Down+Chapter+Three,2017,SkyGoblin,Linux
19713,the journey down: chapter three,https://www.uvlist.net/game-267136-The+Journey+Down+Chapter+Three,2017,SkyGoblin,Windows
19714,the journey down: chapter two,https://www.uvlist.net/game-207373-The+Journey+Down+Chapter+Two,2014,SkyGoblin,Linux
19715,the journey down: chapter two,https://www.uvlist.net/game-248279-The+Journey+Down+Chapter+Two,2014,SkyGoblin,Windows
19716,the journey of carl,https://www.uvlist.net/game-225246-The+Journey+of+Carl,2016,Kromzem,Linux
19717,the journey to wild divine: the passage,https://www.uvlist.net/game-157481-The+Journey+to+Wild+Divine+The+Passage,2003,The Wild Divine Project,Windows
19718,the journey to wild divine: wisdom quest,https://www.uvlist.net/game-157482-The+Journey+to+Wild+Divine+Wisdom+Quest,2005,The Wild Divine Project,Windows
19719,the journeyman project,https://www.uvlist.net/game-203623-The+Journeyman+Project,1993,Presto Studios,Mac OS Classic
19720,the journeyman project ,https://www.uvlist.net/game-42438-The+Journeyman+Project,1993,Presto Studios;Sanctuary Woods ,Win3.1
19721,the journeyman project 2: buried in time,https://www.uvlist.net/game-101483-The+Journeyman+Project+2+Buried+in+Time,1995,Sanctuary Woods ,Win3.1
19722,the journeyman project 2: buried in time,https://www.uvlist.net/game-203625-The+Journeyman+Project+2+Buried+in+Time,1995,Sanctuary Woods ,Mac OS Classic
19723,the journeyman project 3: legacy of time,https://www.uvlist.net/game-16816-The+Journeyman+Project+3+Legacy+of+Time,1998,Red Orb Entertainment ,Windows
19724,the journeyman project 3: legacy of time,https://www.uvlist.net/game-203626-The+Journeyman+Project+3+Legacy+of+Time,1998,Red Orb Entertainment ,Mac OS Classic
19725,the journeyman project turbo,https://www.uvlist.net/game-219829-The+Journeyman+Project+TURBO,1994,Presto Studios,MS-DOS
19726,the journeyman project turbo ,https://www.uvlist.net/game-211485-The+Journeyman+Project+TURBO,1992,Presto Studios,Mac OS Classic
19727,the journeyman project: pegasus prime,https://www.uvlist.net/game-203622-The+Journeyman+Project+Pegasus+Prime,1997,Presto Studios,Mac OS Classic
19728,the journeyman project: pegasus prime,https://www.uvlist.net/game-203624-The+Journeyman+Project+Pegasus+Prime,2014,Presto Studios,Windows
19729,the journeyman project: pegasus prime,https://www.uvlist.net/game-203960-The+Journeyman+Project+Pegasus+Prime,2014,Presto Studios,Linux
19730,the joylancer ex+: legendary motor rivals ,https://www.uvlist.net/game-210008-The+Joylancer+EX+Legendary+Motor+Rivals,TBA ,alpha six productions,Linux
19731,the jump guys,https://www.uvlist.net/game-275991-The+jump+guys,2024,Elusor,Switch
19732,the jungle book,https://www.uvlist.net/game-221320-The+Jungle+Book,1994,Virgin Interactive,Win3.1
19733,the jungle book ,https://www.uvlist.net/game-6935-The+Jungle+Book,1994,Virgin Interactive,SNES
19734,the jungle book ,https://www.uvlist.net/game-219958-The+Jungle+Book,1995,Virgin Interactive,MS-DOS
19735,the jungle book ,https://www.uvlist.net/game-223619-The+Jungle+Book,1995,Virgin Interactive;Disney;Eurocom ,MS-DOS
19736,the jungle book ,https://www.uvlist.net/game-43716-The+Jungle+Book,1994,Virgin;Majesco ,Game Gear
19737,the jungle book ,https://www.uvlist.net/game-221325-The+Jungle+Book,1995,Virgin Interactive ,Windows
19738,the jungle book ,https://www.uvlist.net/game-9331-The+Jungle+Book,1993,Virgin Interactive,Master System
19739,the jungle book ,https://www.uvlist.net/game-9918-The+Jungle+Book,1994,Virgin ,Mega Drive
19740,the jungle book ,https://www.uvlist.net/game-8772-The+Jungle+Book,1994,Virgin ,GB
19741,the jungle book ,https://www.uvlist.net/game-7909-The+Jungle+Book,1994,Virgin Interactive ,NES
19742,the jungle book ,https://www.uvlist.net/game-111396-The+Jungle+Book,2002,Ubi Soft ,GBA
19743,the jungle book: mowgli's wild adventure ,https://www.uvlist.net/game-164511-The+Jungle+Book+Mowglis+Wild+Adventure,2000,Ubi Soft,GBC
19744,the junior science series volume 1: reflections,https://www.uvlist.net/game-229696-The+Junior+Science+Series+Volume+1+Reflections,1997,MagiKids Interactive ,Win3.1
19745,the junior science series volume 2: shadows,https://www.uvlist.net/game-229692-The+Junior+Science+Series+Volume+2+Shadows,1997,MagiKids Interactive ,Win3.1
19746,the junior science series volume 3: directions,https://www.uvlist.net/game-229693-The+Junior+Science+Series+Volume+3+Directions,1997,MagiKids Interactive ,Win3.1
19747,the junior science series volume 4: distance,https://www.uvlist.net/game-229694-The+Junior+Science+Series+Volume+4+Distance,1997,MagiKids Interactive ,Win3.1
