,Name,Link,Year,Publisher,Platform
2954,smartbasic games vi,https://www.uvlist.net/game-222747-SmartBASIC+Games+VI,?,?,Coleco Adam
2955,smartbasic games vii,https://www.uvlist.net/game-222748-SmartBASIC+Games+VII,?,?,Coleco Adam
2956,smartbasic games viii,https://www.uvlist.net/game-222749-SmartBASIC+Games+VIII,?,?,Coleco Adam
2957,smartgames pack ,https://www.uvlist.net/game-222631-SmartGames+Pack,1985,N.I.A.D. Software,Coleco Adam
2958,smarthink,https://www.uvlist.net/game-270677-SmarThink,2002,Lokasoft ,Windows
2959,smarties meltdown,https://www.uvlist.net/game-212865-Smarties+Meltdown,2006,Europress ,PS2
2960,smartlogo ,https://www.uvlist.net/game-222690-SmartLOGO,1985,?,Coleco Adam
2961,smartspeller,https://www.uvlist.net/game-222476-SmartSPELLER,?,Strategic Software,Coleco Adam
2962,smash,https://www.uvlist.net/game-193974-Smash,?,GeeS,Amstrad CPC
2963,smash,https://www.uvlist.net/game-219286-Smash,?,author,C128
2964,smash,https://www.uvlist.net/game-243526-Smash,19??,?,APF
2965,smash,https://www.uvlist.net/game-251643-Smash,1979,Creative Computing,Ohio Scientific
2966,smash,https://www.uvlist.net/game-257775-Smash,1979,Creative Computing,Apple II E
2967,smash,https://www.uvlist.net/game-264348-Smash,1986,T & D Subscription Software,Tandy Coco
2968,smash ,https://www.uvlist.net/game-172558-Smash,1986,Robtek,C16/Plus4
2969,smash & grab,https://www.uvlist.net/game-160727-Smash+Grab,?,Superior Software,Electron
2970,smash & grab,https://www.uvlist.net/game-271272-Smash+Grab,1984,Superior Software,BBC
2971,smash battle,https://www.uvlist.net/game-183397-Smash+Battle,2009,author,Linux
2972,smash battle,https://www.uvlist.net/game-187457-Smash+Battle,?,?,BeOS
2973,smash cars,https://www.uvlist.net/game-211614-Smash+Cars,2003,Metro3D ,PS2
2974,smash cars,https://www.uvlist.net/game-211615-Smash+Cars,2009,Metro3D ,PS3
2975,smash cars,https://www.uvlist.net/game-211616-Smash+Cars,2003,Metro3D ,Windows
2976,smash cops heat,https://www.uvlist.net/game-193086-Smash+Cops+Heat,2012,Hutch Games,iOS
2977,smash court ,https://www.uvlist.net/game-11452-Smash+Court,1996,Namco;Sony Computer Entertainment Europe ,PS
2978,smash court 2 ,https://www.uvlist.net/game-11291-Smash+Court+2,1998,Namco,PS
2979,smash court 3,https://www.uvlist.net/game-110067-Smash+Court+3,2000,Namco,PS
2980,smash court pro tournament ,https://www.uvlist.net/game-97397-Smash+Court+Pro+Tournament,2002,Namco,Arcade
2981,smash court tennis 3 ,https://www.uvlist.net/game-163589-Smash+Court+Tennis+3,2007,Namco Bandai Games,PSP
2982,smash court tennis 3 ,https://www.uvlist.net/game-276051-Smash+Court+Tennis+3,2007,Namco,X360
2983,smash court tennis pro tournament ,https://www.uvlist.net/game-162021-Smash+Court+Tennis+Pro+Tournament,2002,Namco,PS2
2984,smash court tennis pro tournament 2 ,https://www.uvlist.net/game-162022-Smash+Court+Tennis+Pro+Tournament+2,2004,Namco,PS2
2985,smash hit,https://www.uvlist.net/game-40641-Smash+Hit,?,?,Atari ST
2986,smash hit racquetball,https://www.uvlist.net/game-210758-Smash+Hit+Racquetball,1987,Primera Software,Mac OS Classic
2987,smash island,https://www.uvlist.net/game-226391-Smash+Island,?,FunPlus,Android
2988,smash out ,https://www.uvlist.net/game-208225-Smash+Out,1987,Pirate Software,ZX Spectrum
2989,smash ping pong ,https://www.uvlist.net/game-183747-Smash+Ping+Pong,1987,Nintendo ,Famicom Disk System
2990,smash pixel racing,https://www.uvlist.net/game-223818-Smash+Pixel+Racing,2016,Jollyfish Games,Linux
2991,smash t.v. ,https://www.uvlist.net/game-350-Smash+T.V.,1990,Williams,Arcade
2992,smash t.v. ,https://www.uvlist.net/game-8218-Smash+T.V.,1991,Acclaim ,NES
2993,smash t.v. ,https://www.uvlist.net/game-18154-Smash+T.V.,1991,Ocean;Acclaim ,Amiga
2994,smash t.v. ,https://www.uvlist.net/game-49203-Smash+T.V.,1991,Ocean,Amstrad CPC
2995,smash t.v. ,https://www.uvlist.net/game-111751-Smash+T.V.,1991,Ocean,ZX Spectrum
2996,smash t.v. ,https://www.uvlist.net/game-212520-Smash+T.V.,1991,Ocean;Acclaim ,Atari ST
2997,smash t.v.,https://www.uvlist.net/game-36022-Smash+T.V.,1991,Acclaim;Ocean ,C64
2998,smash tennis ,https://www.uvlist.net/game-6628-Smash+Tennis,1993,Namco,SNES
2999,smash the fash,https://www.uvlist.net/game-217714-Smash+the+Fash,2014,Spacecastles Unlimited,Linux
3000,smash the peasants,https://www.uvlist.net/game-216040-Smash+the+Peasants,2015,author,Linux
3001,smash the smurfs!,https://www.uvlist.net/game-184670-Smash+the+Smurfs,198?,Pontious Pirate Software,MS-DOS
3002,smash the windows,https://www.uvlist.net/game-195000-Smash+the+Windows,1983,Cascade Games,ZX 81
3003,smash tv,https://www.uvlist.net/game-176700-Smash+TV,2005,Midway Games ,Xbox
3004,smash-a-lot,https://www.uvlist.net/game-190208-Smash+a+Lot,2012,Chillingo ,iOS
3005,smash!,https://www.uvlist.net/game-235690-Smash,1993,Intelligent Algorithms,Tandy Coco
3006,smasher,https://www.uvlist.net/game-253293-Smasher,1983,Atari Program Exchange ,Atari 400/800
3007,smasheroids,https://www.uvlist.net/game-180505-Smasheroids,1989,LoadStart,C64
3008,smashing drive,https://www.uvlist.net/game-153411-Smashing+Drive,2004,Namco;Gaelco;DSI Games ,GBA
3009,smashing drive,https://www.uvlist.net/game-48450-Smashing+Drive,2000,Namco ,Arcade
3010,smashing drive,https://www.uvlist.net/game-98283-Smashing+Drive,2002,Namco ,GameCube
3011,smashing drive,https://www.uvlist.net/game-99927-Smashing+Drive,2002,Namco,Xbox
3012,smashing the battle,https://www.uvlist.net/game-227161-Smashing+The+Battle,?,Magic Cube,Android
3013,smashing toys,https://www.uvlist.net/game-171075-Smashing+Toys,2009,Leon-Brothers,Windows
3014,smashmuck champions,https://www.uvlist.net/game-199270-Smashmuck+Champions,2013,Kiz Studios,Windows
3015,smashout,https://www.uvlist.net/game-49205-Smashout,1984,?,Amstrad CPC
3016,smashout,https://www.uvlist.net/game-237068-Smashout,1984,author,MS-DOS
3017,smashout!!,https://www.uvlist.net/game-14822-Smashout,1985,Digital Image,ZX Spectrum
3018,smatch,https://www.uvlist.net/game-270621-Smatch,1974,Rene Pierre,Arcade
3019,smell of blood,https://www.uvlist.net/game-207683-Smell+of+Blood,1991,Heart Soft,NEC PC9801
3020,smelter,https://www.uvlist.net/game-262839-Smelter,2021,DANGEN Entertainment ,Switch
3021,smf casino poker,https://www.uvlist.net/game-194556-SMF+Casino+Poker,1991,author,Win3.1
3022,smg ,https://www.uvlist.net/game-220769-SMG,?,Megastar Games,Memotech MTX
3023,smg ,https://www.uvlist.net/game-220770-SMG,?,Megastar Games,Memotech MTX
3024,smg ii ,https://www.uvlist.net/game-220771-SMG+II,?,Megastar Games,Memotech MTX
3025,smg ii ,https://www.uvlist.net/game-220772-SMG+II,?,Megastar Games,Memotech MTX
3026,smile - the splattering,https://www.uvlist.net/game-213035-Smile+The+Splattering,1995,HERE Software,Mac OS Classic
3027,smile☆shooter ~first☆ticket~ ,https://www.uvlist.net/game-274548-SmileShooter+FirstTicket,2011,Kogado Studio ,Windows
3028,smiles hd,https://www.uvlist.net/game-188111-Smiles+HD,2008,Sykhronics Entertainment,Linux
3029,smiley vs. the grumpies ,https://www.uvlist.net/game-49207-Smiley+vs.+The+Grumpies,?,?,Amstrad CPC
3030,smiley's fruitmachine,https://www.uvlist.net/game-207602-Smileys+Fruitmachine,198?,author,Atom
3031,smiley's run,https://www.uvlist.net/game-205093-Smileys+Run,1991,Markt & Technik,C64
3032,smileyville,https://www.uvlist.net/game-201495-Smileyville,2009,Oberon Media ,Windows
3033,smiling bubbles,https://www.uvlist.net/game-183016-Smiling+Bubbles,?,Absolutist,Linux
3034,smite,https://www.uvlist.net/game-192102-Smite,2014,Hi-Rez Studios,Windows
3035,smithy,https://www.uvlist.net/game-270529-Smithy,2016,SA Industry ,Windows
3036,smok waweiski ,https://www.uvlist.net/game-14823-Smok+Waweiski,1987,P. Kucharski & K. Piwowarczyk,ZX Spectrum
3037,smoke and sacrifice,https://www.uvlist.net/game-260605-Smoke+and+Sacrifice,2018,Curve Digital,Switch
3038,smoke and sacrifice,https://www.uvlist.net/game-272738-Smoke+and+Sacrifice,2019,Curve Digital ,PS4
3039,smokin' guns ,https://www.uvlist.net/game-170051-Smokin+Guns,2008,Iron Claw Interactive;Smokin' Guns,Linux
3040,smoking - it's up to you,https://www.uvlist.net/game-256175-Smoking+Its+up+to+you,1984,MECC,Apple II E
3041,smol sooty floof ball,https://www.uvlist.net/game-230881-Smol+Sooty+Floof+Ball,2017,IODawesome,Linux
3042,smooth criminal,https://www.uvlist.net/game-193912-Smooth+Criminal,TBA,Giantbomb,Windows
3043,smooth lounge,https://www.uvlist.net/game-227677-Smooth+Lounge,2016,e_Glyde,Linux
3044,smooth max,https://www.uvlist.net/game-162287-Smooth+Max,1979,Tri-Soft,Apple II E
3045,smooth talker,https://www.uvlist.net/game-254961-Smooth+Talker,1986,First Byte,Apple IIGS
3046,smooth talker,https://www.uvlist.net/game-254962-Smooth+Talker,?,First Byte,Apple II E
3047,smoots golf,https://www.uvlist.net/game-275207-Smoots+Golf,2021,JanduSoft,Switch
3048,smoots pinball,https://www.uvlist.net/game-275208-Smoots+Pinball,2023,JanduSoft,Switch
3049,smoots summer games,https://www.uvlist.net/game-275209-Smoots+Summer+Games,2019,JanduSoft,Switch
3050,smoots world cup tennis,https://www.uvlist.net/game-275210-Smoots+World+Cup+Tennis,2020,JanduSoft,Switch
3051,smöre arena fightering,https://www.uvlist.net/game-217762-SMOre+Arena+Fightering,2014,S0lll0s,Linux
3052,smudge & the moonies ,https://www.uvlist.net/game-14824-Smudge+the+Moonies,1985,Creative Sparks ,ZX Spectrum
3053,smuggle truck,https://www.uvlist.net/game-183992-Smuggle+Truck,2012,Owlchemy Labs,Linux
3054,smugglecraft,https://www.uvlist.net/game-215037-SmuggleCraft,2016,Happy Badger Studio,Linux
3055,smuggler,https://www.uvlist.net/game-34326-Smuggler,1984,Abbex Software,C64
3056,smuggler,https://www.uvlist.net/game-14825-Smuggler,1983,CCS,ZX Spectrum
3057,smuggler,https://www.uvlist.net/game-182694-Smuggler,2010,author,Linux
3058,smuggler's run,https://www.uvlist.net/game-101706-Smugglers+Run,2002,Destination ,GBA
3059,smuggler's run ,https://www.uvlist.net/game-197133-Smugglers+Run,2000,Rockstar Games;Syscom ,PS2
3060,smuggler's run 2: hostile territory,https://www.uvlist.net/game-111020-Smugglers+Run+2+Hostile+Territory,2001,Rockstar Games ,PS2
3061,smuggler's run: war zones,https://www.uvlist.net/game-100108-Smugglers+Run+War+Zones,2002,Rockstar Games;Take 2 Interactive ,GameCube
3062,smugglers cove,https://www.uvlist.net/game-49209-Smugglers+Cove,1985,CRL ,Amstrad CPC
3063,smugglers cove ,https://www.uvlist.net/game-14826-Smugglers+Cove,1983,Quicksilva,ZX Spectrum
3064,smugglers v ,https://www.uvlist.net/game-200092-Smugglers+V,2013,Niels Bauer Games,Windows
3065,smultronet,https://www.uvlist.net/game-185093-smultroNET,2007,-,Linux
3066,smurf ii - the revenge,https://www.uvlist.net/game-34880-Smurf+II+The+Revenge,1985,Courbois Software,C64
3067,smurf: paint 'n' play workshop,https://www.uvlist.net/game-11724-Smurf+Paint+n+Play+Workshop,1984,Coleco ,ColecoVision
3068,smurf: rescue in gargamel's castle ,https://www.uvlist.net/game-11723-Smurf+Rescue+in+Gargamels+Castle,1982,Coleco,ColecoVision
3069,smurf: rescue in gargamel's castle ,https://www.uvlist.net/game-99719-Smurf+Rescue+in+Gargamels+Castle,1983,CBS Electronics;CCE ,Atari 2600
3070,smurfen,https://www.uvlist.net/game-33827-Smurfen,1985,author,C64
3071,smurfs 2,https://www.uvlist.net/game-43876-Smurfs+2,?,?,Game Gear
3072,smurfs save the day,https://www.uvlist.net/game-20397-Smurfs+Save+the+Day,1983,Coleco,Atari 2600
3073,smurfs' village,https://www.uvlist.net/game-190209-Smurfs+Village,2010,Beeline ,iOS
3074,smurk,https://www.uvlist.net/game-258153-Smurk,1982,Softdisk,Apple II E
3075,smuś,https://www.uvlist.net/game-208682-Smus,1994,LK Avalon,Amiga
3076,snaaak,https://www.uvlist.net/game-253904-SNAAAK,2020,Clovelt,Linux
3077,snacats,https://www.uvlist.net/game-216479-Snacats,2015,Sparklin Labs,Linux
3078,snack attack,https://www.uvlist.net/game-4396-Snack+Attack,?,Midway;Sente,Arcade
3079,snack attack ,https://www.uvlist.net/game-169691-Snack+Attack,1982,Datamost,Apple II E
3080,snack attack and friends ,https://www.uvlist.net/game-255937-Snack+Attack+and+Friends,1982,Funtastic,Apple II E
3081,snack attack ii,https://www.uvlist.net/game-169692-Snack+Attack+II,1982,Funtastic,MS-DOS
3082,snack man ,https://www.uvlist.net/game-33854-Snack+Man,1993,author,C64
3083,snack on!,https://www.uvlist.net/game-261044-Snack+On,?,Snacking On Software,Apple II E
3084,snack world: the dungeon crawl gold ,https://www.uvlist.net/game-251162-Snack+World+The+Dungeon+Crawl+Gold,2018,Level-5,Switch
3085,snack-man & bouncer,https://www.uvlist.net/game-222726-Snack+Man+Bouncer,1986,Orb1tware,Coleco Adam
3086,snackman,https://www.uvlist.net/game-14827-Snackman,1983,Amba Software,ZX Spectrum
3087,snacks 4 snakes,https://www.uvlist.net/game-274997-Snacks+4+Snakes,2002,Protovision,C64
3088,snacks'n jaxson,https://www.uvlist.net/game-1639-Snacksn+Jaxson,1984,Bally;Sente,Arcade
3089,snaffle,https://www.uvlist.net/game-161968-Snaffle,1985,Longman Group,ZX Spectrum
3090,snafu,https://www.uvlist.net/game-164802-Snafu,1982,Mattel,Aquarius
3091,snafu ,https://www.uvlist.net/game-5600-Snafu,1981,Mattel,Intellivision
3092,snafus,https://www.uvlist.net/game-264347-Snafus,1984,T & D Subscription Software,Tandy Coco
3093,snafux,https://www.uvlist.net/game-39314-Snafux,?,?,Atari ST
3094,snag!,https://www.uvlist.net/game-256176-Snag,1985,Incider,Apple II E
3095,snail against squirrel ,https://www.uvlist.net/game-222245-Snail+Against+Squirrel,1983,Bit Corp;CCE ,Atari 2600
3096,snail bob,https://www.uvlist.net/game-192209-Snail+Bob,2012,Chillingo,iOS
3097,snail mail,https://www.uvlist.net/game-175780-Snail+Mail,2008,Sandlot Games,iOS
3098,snail maze,https://www.uvlist.net/game-204143-Snail+Maze,1986,Sega,Master System
3099,snail racing from pcw,https://www.uvlist.net/game-224751-Snail+Racing+from+PCW,?,?,Nascom
3100,snail trail,https://www.uvlist.net/game-273368-Snail+Trail,1991,author,BBC
3101,snailomon adventure,https://www.uvlist.net/game-226143-Snailomon+Adventure,2016,LRLproductions,Linux
3102,snak pac,https://www.uvlist.net/game-235324-Snak+Pac,1982,Tom Mix Software,Tandy Coco
3103,snake,https://www.uvlist.net/game-177960-Snake,1984,16-48 Magazine,ZX Spectrum
3104,snake,https://www.uvlist.net/game-14828-Snake,?,RGH Software,ZX Spectrum
3105,snake,https://www.uvlist.net/game-49210-Snake,?,Mossoft,Amstrad CPC
3106,snake,https://www.uvlist.net/game-105365-Snake,1987,?,BK11M
3107,snake,https://www.uvlist.net/game-106007-Snake,2002,Media Verlag,Flash
3108,snake,https://www.uvlist.net/game-178446-Snake,?,Digital Output;Processor ,Aquarius
3109,snake,https://www.uvlist.net/game-273907-Snake,1983,Artic Computing,VIC-20
3110,snake,https://www.uvlist.net/game-187360-Snake,198?,?,MS-DOS
3111,snake,https://www.uvlist.net/game-187688-snake,1993,author,Linux
3112,snake,https://www.uvlist.net/game-204645-Snake,198?,Victory Software,C64
3113,snake,https://www.uvlist.net/game-205819-Snake,1978,Digital Research,Exidy Sorcerer
3114,snake,https://www.uvlist.net/game-207603-Snake,1981,Acornsoft,Atom
3115,snake,https://www.uvlist.net/game-218549-Snake,2015,xojoc,Linux
3116,snake,https://www.uvlist.net/game-219877-Snake,1991,Wicked Software,Amiga
3117,snake,https://www.uvlist.net/game-221904-Snake,1983,?,Camputers Lynx
3118,snake,https://www.uvlist.net/game-226814-snake,2003,author,BSD
3119,snake,https://www.uvlist.net/game-231843-snake,2017,minsin873,Linux
3120,snake,https://www.uvlist.net/game-232982-Snake,?,?,ABC 80
3121,snake,https://www.uvlist.net/game-237069-Snake,1984,author,MS-DOS
3122,snake,https://www.uvlist.net/game-237205-Snake,1985,author,MS-DOS
3123,snake,https://www.uvlist.net/game-237403-Snake,1986,Mikroteknikk,MS-DOS
3124,snake,https://www.uvlist.net/game-243413-Snake,1984,author,MS-DOS
3125,snake,https://www.uvlist.net/game-252256-Snake,2021,author,Commander X16
3126,snake,https://www.uvlist.net/game-257402-Snake,2020,Romans I XVI Gaming,Linux
3127,snake,https://www.uvlist.net/game-263641-Snake,1983,Artic Computing,ZX Spectrum
3128,snake,https://www.uvlist.net/game-267510-Snake,2010,Wickeycolombus,Atari 2600
3129,snake,https://www.uvlist.net/game-268776-Snake,19??,author,MS-DOS
3130,snake,https://www.uvlist.net/game-268997-Snake,1990,author,MS-DOS
3131,snake,https://www.uvlist.net/game-274999-Snake,1983,Kansas Software,BBC
3132,snake,https://www.uvlist.net/game-275193-Snake,1987,Eaglesoft ,MSX
3133,snake,https://www.uvlist.net/game-276173-Snake,1982,Acornsoft,BBC
3134,snake,https://www.uvlist.net/game-277260-Snake,1983,author,ZX Spectrum
3135,snake ,https://www.uvlist.net/game-177087-Snake,2008,Google ,Android
3136,snake & snake,https://www.uvlist.net/game-179304-Snake+Snake,?,Technosoft,Sharp MZ
3137,snake & snake ,https://www.uvlist.net/game-171502-Snake+Snake,1983,Technosoft,NEC PC8801
3138,snake 3d ,https://www.uvlist.net/game-186054-Snake+3D,2005,author,Linux
3139,snake arena ,https://www.uvlist.net/game-102058-Snake+Arena,2001,eGames ,Windows
3140,snake attack,https://www.uvlist.net/game-210935-Snake+Attack,1994,CP Verlag,C64
3141,snake bite,https://www.uvlist.net/game-104274-Snake+Bite,1984,Firebird,VIC-20
3142,snake blasters,https://www.uvlist.net/game-5718-Snake+Blasters,1995,Smile!,SNES
3143,snake blocks,https://www.uvlist.net/game-206017-Snake+Blocks,2013,Spooky Cat,Linux
3144,snake byte,https://www.uvlist.net/game-36352-Snake+Byte,1983,Sirius Software,C64
3145,snake byte,https://www.uvlist.net/game-205375-Snake+Byte,1982,Sirius Software,Apple II E
3146,snake byte,https://www.uvlist.net/game-213039-Snake+Byte,1995,author,Mac OS Classic
3147,snake byte,https://www.uvlist.net/game-256177-Snake+Byte,2005,author,Apple II E
3148,snake byte,https://www.uvlist.net/game-257132-Snake+Byte,1982,Sirius Software,Atari 400/800
3149,snake byte,https://www.uvlist.net/game-257133-Snake+Byte,1983,Sirius Software,VIC-20
3150,snake byte,https://www.uvlist.net/game-263945-Snake+Byte,2020,Getafix,Commander X16
3151,snake charm,https://www.uvlist.net/game-264924-Snake+Charm,1983,Advanced Integrated Development,C64
3152,snake core,https://www.uvlist.net/game-273828-Snake+Core,2023,Orange Pixel,Switch
3153,snake cubed,https://www.uvlist.net/game-204760-Snake+Cubed,TBA ,User Your Noggins,Linux
3154,snake eggs,https://www.uvlist.net/game-180193-Snake+Eggs,1980,Softside;Mad Hatter Software ,TRS-80
3155,snake escape,https://www.uvlist.net/game-226749-Snake+Escape,2016,author,ZX Spectrum
3156,snake ex2,https://www.uvlist.net/game-170640-Snake+EX2,2007,Nokia,Mobile
3157,snake eyes,https://www.uvlist.net/game-250223-Snake+Eyes,2005,eGames ,Windows
3158,snake eyes,https://www.uvlist.net/game-266961-Snake+Eyes,2019,Mosoft ,C64
3159,snake eyes dungeon,https://www.uvlist.net/game-247508-Snake+Eyes+Dungeon,2017,GrabTheGames;Tetabester;Inca Games ,Windows
3160,snake galaxy,https://www.uvlist.net/game-175781-Snake+Galaxy,2009,DigDog,iOS
3161,snake game,https://www.uvlist.net/game-230486-Snake+Game,2012,?,TizenOS
3162,snake game ,https://www.uvlist.net/game-273908-Snake+Game,1984,Elcomp Publishing,C64
3163,snake game ,https://www.uvlist.net/game-173590-Snake+Game,1982,Addcom Denshi,MICRO 7 - FM7
3164,snake hunt,https://www.uvlist.net/game-271672-Snake+Hunt,1979,The Image Producers,Atari 400/800
3165,snake it,https://www.uvlist.net/game-16501-Snake+It,1986,Eaglesoft;ByteBusters,MSX
3166,snake mania,https://www.uvlist.net/game-209813-Snake+Mania,1991,CP Verlag ,C64
3167,snake mania,https://www.uvlist.net/game-220279-Snake+Mania,1993,Phoenix Software Systems ,SAM
3168,snake party,https://www.uvlist.net/game-230357-Snake+Party,2017,Displacement Studios,Linux
3169,snake pass,https://www.uvlist.net/game-234261-Snake+Pass,2017,Sumo Digital ,Switch
3170,snake pass,https://www.uvlist.net/game-250547-Snake+Pass,2017,Sumo Digital ,Windows
3171,snake pass,https://www.uvlist.net/game-275463-Snake+Pass,2017,Sumo Digital,Xbox One
3172,snake pit,https://www.uvlist.net/game-609-Snake+Pit,1984,Sente,Arcade
3173,snake pit,https://www.uvlist.net/game-14829-Snake+Pit,1983,Postern,ZX Spectrum
3174,snake pit,https://www.uvlist.net/game-173237-Snake+Pit,1997,RETROSPEC,Linux
3175,snake pit,https://www.uvlist.net/game-199677-Snake+Pit,1984,Mastertronic;Codemasters,C64
3176,snake pit,https://www.uvlist.net/game-222819-Snake+Pit,1988,Incognito Studios,Amiga
3177,snake pit,https://www.uvlist.net/game-228946-Snake+Pit,1986,author,MS-DOS
3178,snake pit,https://www.uvlist.net/game-235323-Snake+Pit,1989, SRB Software;Game Point Software,Tandy Coco
3179,snake pit,https://www.uvlist.net/game-254533-Snake+Pit,1983,Postern,BBC
3180,snake pit,https://www.uvlist.net/game-254534-Snake+Pit,1983,Postern,C64
3181,snake pit,https://www.uvlist.net/game-254535-Snake+Pit,1983,Postern,VIC-20
3182,snake race,https://www.uvlist.net/game-262547-Snake+Race,1976,RCA,COSMAC VIP
3183,snake rattle 'n' roll ,https://www.uvlist.net/game-10230-Snake+Rattle+n+Roll,1993,Sega;Tradewest ,Mega Drive
3184,snake rattle n roll,https://www.uvlist.net/game-8221-Snake+Rattle+N+Roll,1990,Nintendo ,NES
3185,snake revenge,https://www.uvlist.net/game-228619-Snake+Revenge,2017,snarahirah,Linux
3186,snake scramble,https://www.uvlist.net/game-258014-Snake+Scramble,1982,SoftSide,Apple II E
3187,snake snap,https://www.uvlist.net/game-187461-Snake+Snap,1991,author,MS-DOS
3188,snake-20,https://www.uvlist.net/game-234608-snake+20,?,?,Newton
3189,snake: the gathering,https://www.uvlist.net/game-227340-Snake+The+Gathering,2016,Jimsen,Linux
3190,snake: ultimate version,https://www.uvlist.net/game-228947-Snake+Ultimate+Version,1984,author,MS-DOS
3191,snake: weze apokalipsy,https://www.uvlist.net/game-188141-Snake+Weze+Apokalipsy,?,author,Linux
3192,snake!,https://www.uvlist.net/game-242423-Snake,198?,author,MS-DOS
3193,snake! ,https://www.uvlist.net/game-234058-Snake,1983,Baen Software,MS-DOS
3194,snake? snake!,https://www.uvlist.net/game-216437-Snake+Snake,2015,Virtually Competent,Linux
3195,snake's revenge: metal gear ii,https://www.uvlist.net/game-8222-Snakes+Revenge+Metal+Gear+II,1990,Konami;Ultra Games ,NES
3196,snake3d,https://www.uvlist.net/game-274010-snake3d,2020,RandomSpin Games,3DS
3197,snake4 ,https://www.uvlist.net/game-187880-Snake4,1997,author,Linux
3198,snakebird,https://www.uvlist.net/game-214434-Snakebird,2015,Noumenon Games,Linux
3199,snakebird,https://www.uvlist.net/game-214959-Snakebird,2015,Noumenon Games,Windows
3200,snakebird,https://www.uvlist.net/game-214960-Snakebird,2015,Noumenon Games,Mac OS X
3201,snakebird primer,https://www.uvlist.net/game-247036-Snakebird+Primer,2019,Noumenon Games,Linux
3202,snakebit,https://www.uvlist.net/game-251978-Snakebit,2010,author,TRS-80
3203,snakebite,https://www.uvlist.net/game-277545-Snakebite,1982,Orwin Software,ZX 81
3204,snakebutt,https://www.uvlist.net/game-231111-Snakebutt,2017,spill,Linux
3205,snakebyte,https://www.uvlist.net/game-98239-SnakeByte,1997,author,Windows
3206,snakebyte,https://www.uvlist.net/game-234614-SnakeByte,2005,Turbo-2,Apple II E
3207,snakebyte,https://www.uvlist.net/game-235587-Snakebyte,1993,?,Tandy Coco
3208,snakeme,https://www.uvlist.net/game-177639-Snakeme,?,Doodle,OS/2
3209,snakeme!,https://www.uvlist.net/game-187149-SnakeMe,2001,?,BeOS
3210,snakeout,https://www.uvlist.net/game-260988-Snakeout,1982,ComputerMat,VIC-20
3211,snaker,https://www.uvlist.net/game-14830-Snaker,1985,M.F. van Vuren,ZX Spectrum
3212,snakes,https://www.uvlist.net/game-164822-Snakes,2005,Nokia ,N-Gage
3213,snakes,https://www.uvlist.net/game-180380-Snakes,?,IndiZone ,Unix
3214,snakes,https://www.uvlist.net/game-184100-Snakes,198?,Elwood Computers,C64
3215,snakes,https://www.uvlist.net/game-207613-Snakes,1981,Electrocomp Supplies,Atom
3216,snakes,https://www.uvlist.net/game-224104-Snakes,1988,RufusPro Software,MS-DOS
3217,snakes,https://www.uvlist.net/game-244405-Snakes,1980,?,Commodore PET
3218,snakes,https://www.uvlist.net/game-245376-Snakes,1983,Commodore,Commodore PET
3219,snakes,https://www.uvlist.net/game-270592-Snakes,1982,J. Morrison Micros,Dragon32
3220,snakes ,https://www.uvlist.net/game-194176-Snakes,1991,author,Win3.1
3221,snakes & ladders,https://www.uvlist.net/game-168885-Snakes+Ladders,2007,?,HP-41C
3222,snakes alive!,https://www.uvlist.net/game-211359-Snakes+Alive,1991,author,Mac OS Classic
3223,snakes and ladders,https://www.uvlist.net/game-270416-Snakes+And+Ladders,1985,Stainless Software,TI99
3224,snakes-n-ladders: origins,https://www.uvlist.net/game-220417-Snakes+N+Ladders+Origins,2016,Sagnithi,Linux
3225,snakes-n-ladders: origins – episode 1,https://www.uvlist.net/game-230690-Snakes+N+Ladders+Origins+-+Episode+1,2017,Sagnithi Systems Technology Solutions,Linux
3226,snakescape,https://www.uvlist.net/game-220990-SnakEscape,2016,Rock Path Collective ,Linux
3227,snakewar,https://www.uvlist.net/game-262649-Snakewar,1980,?,Sol-20
3228,snakewinder,https://www.uvlist.net/game-268998-SnakeWinder,1990,LocIS,MS-DOS
3229,snakey,https://www.uvlist.net/game-268681-Snakey,19??,?,Amstrad PCW
3230,snakey ,https://www.uvlist.net/game-172548-Snakey,1984,Melbourne House;Robtek,C16/Plus4
3231,snakeybus,https://www.uvlist.net/game-275433-Snakeybus,2020,Digerati,Switch
3232,snakeygame,https://www.uvlist.net/game-275597-Snakeygame,????,?,P2000
3233,snakky,https://www.uvlist.net/game-255430-Snakky,2017,Piko Interactive ,NES
3234,snakman,https://www.uvlist.net/game-14832-Snakman,1983,Burdon Computers,ZX Spectrum
3235,snakman,https://www.uvlist.net/game-41110-Snakman,1981,Microdigital,VIC-20
3236,snakman,https://www.uvlist.net/game-273969-Snakman,1983,Microdigital,C64
3237,snaky,https://www.uvlist.net/game-49212-Snaky,?,?,Amstrad CPC
3238,snaky,https://www.uvlist.net/game-193278-Snaky,?,?,Sord M5
3239,snap jack,https://www.uvlist.net/game-188-Snap+Jack,1981,Universal,Arcade
3240,snap snake,https://www.uvlist.net/game-180265-Snap+Snake,1988,Ahoy!,C64
3241,snapdragon ,https://www.uvlist.net/game-34668-Snapdragon,1987,Bubble Bus;Spinnaker Software,C64
3242,snapman,https://www.uvlist.net/game-271031-Snapman,1984,Saturn Software,C64
3243,snapper,https://www.uvlist.net/game-156070-Snapper,1982,Acornsoft,BBC
